,year,Province,AgeGroup,ag_0-4,ag_5-9,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_60,patient_count,humidity,temp_avg,temp_min,temp_max,rain_ml,rain_day,cluster
711,2017,Mukdahan,0-4,1,0,0,0,0,0,0,7,73.6,26.8,11.6,39.5,2056.8,132,0
712,2017,Mukdahan,0-4,1,0,0,0,0,0,0,7,73.6,26.8,11.6,39.5,2056.8,132,0
713,2017,Mukdahan,60,0,0,0,0,0,0,1,8,73.6,26.8,11.6,39.5,2056.8,132,0
714,2017,Mukdahan,60,0,0,0,0,0,0,1,8,73.6,26.8,11.6,39.5,2056.8,132,0
715,2017,Phetchabun,60,0,0,0,0,0,0,1,17,73.7,27.9,11.6,41.2,1373.7,123,3
716,2017,Phetchabun,0-4,1,0,0,0,0,0,0,32,73.7,27.9,11.6,41.2,1373.7,123,3
717,2017,Mukdahan,25-34,0,0,0,0,1,0,0,35,73.6,26.8,11.6,39.5,2056.8,132,0
718,2017,Mukdahan,25-34,0,0,0,0,1,0,0,35,73.6,26.8,11.6,39.5,2056.8,132,0
719,2017,Mukdahan,9-May,0,1,0,0,0,0,0,39,73.6,26.8,11.6,39.5,2056.8,132,0
720,2017,Mukdahan,9-May,0,1,0,0,0,0,0,39,73.6,26.8,11.6,39.5,2056.8,132,0
721,2017,Phetchabun,35-59,0,0,0,0,0,1,0,41,73.7,27.9,11.6,41.2,1373.7,123,3
722,2017,Phetchabun,25-34,0,0,0,0,1,0,0,44,73.7,27.9,11.6,41.2,1373.7,123,3
723,2017,Mukdahan,35-59,0,0,0,0,0,1,0,56,73.6,26.8,11.6,39.5,2056.8,132,0
724,2017,Mukdahan,35-59,0,0,0,0,0,1,0,56,73.6,26.8,11.6,39.5,2056.8,132,0
725,2017,Mukdahan,15-24,0,0,0,1,0,0,0,65,73.6,26.8,11.6,39.5,2056.8,132,0
726,2017,Mukdahan,15-24,0,0,0,1,0,0,0,65,73.6,26.8,11.6,39.5,2056.8,132,0
727,2017,Mukdahan,14-Oct,0,0,1,0,0,0,0,69,73.6,26.8,11.6,39.5,2056.8,132,0
728,2017,Mukdahan,14-Oct,0,0,1,0,0,0,0,69,73.6,26.8,11.6,39.5,2056.8,132,0
729,2017,Phetchabun,9-May,0,1,0,0,0,0,0,96,73.7,27.9,11.6,41.2,1373.7,123,3
730,2017,Phetchabun,15-24,0,0,0,1,0,0,0,116,73.7,27.9,11.6,41.2,1373.7,123,3
731,2017,Phetchabun,14-Oct,0,0,1,0,0,0,0,178,73.7,27.9,11.6,41.2,1373.7,123,3
732,2017,Chachoengsao,0-4,1,0,0,0,0,0,0,22,80.3,27.0,11.8,38.5,1865.3,157,3
733,2017,Chachoengsao,60,0,0,0,0,0,0,1,27,80.3,27.0,11.8,38.5,1865.3,157,3
734,2017,Chachoengsao,14-Oct,0,0,1,0,0,0,0,55,80.3,27.0,11.8,38.5,1865.3,157,3
735,2017,Chachoengsao,9-May,0,1,0,0,0,0,0,57,80.3,27.0,11.8,38.5,1865.3,157,3
736,2017,Chachoengsao,25-34,0,0,0,0,1,0,0,83,80.3,27.0,11.8,38.5,1865.3,157,3
737,2017,Chachoengsao,15-24,0,0,0,1,0,0,0,89,80.3,27.0,11.8,38.5,1865.3,157,3
738,2017,Chachoengsao,35-59,0,0,0,0,0,1,0,109,80.3,27.0,11.8,38.5,1865.3,157,3
739,2017,Kamphaeng Phet,60,0,0,0,0,0,0,1,7,74.0,28.0,11.9,39.3,1863.8,145,3
740,2017,Kamphaeng Phet,0-4,1,0,0,0,0,0,0,29,74.0,28.0,11.9,39.3,1863.8,145,3
741,2017,Kamphaeng Phet,25-34,0,0,0,0,1,0,0,68,74.0,28.0,11.9,39.3,1863.8,145,3
742,2017,Kamphaeng Phet,35-59,0,0,0,0,0,1,0,74,74.0,28.0,11.9,39.3,1863.8,145,3
743,2017,Kamphaeng Phet,9-May,0,1,0,0,0,0,0,75,74.0,28.0,11.9,39.3,1863.8,145,3
744,2017,Kamphaeng Phet,14-Oct,0,0,1,0,0,0,0,113,74.0,28.0,11.9,39.3,1863.8,145,3
745,2017,Kamphaeng Phet,15-24,0,0,0,1,0,0,0,141,74.0,28.0,11.9,39.3,1863.8,145,3
746,2017,Uttaradit,9-May,0,1,0,0,0,0,0,15,72.9,28.0,12.0,40.0,1552.1,118,3
747,2017,Uttaradit,60,0,0,0,0,0,0,1,17,72.9,28.0,12.0,40.0,1552.1,118,3
748,2017,Uttaradit,25-34,0,0,0,0,1,0,0,34,72.9,28.0,12.0,40.0,1552.1,118,3
749,2017,Uttaradit,14-Oct,0,0,1,0,0,0,0,45,72.9,28.0,12.0,40.0,1552.1,118,3
750,2017,Uttaradit,35-59,0,0,0,0,0,1,0,57,72.9,28.0,12.0,40.0,1552.1,118,3
751,2017,Uttaradit,15-24,0,0,0,1,0,0,0,75,72.9,28.0,12.0,40.0,1552.1,118,3
752,2017,Ubon Ratchathani,60,0,0,0,0,0,0,1,41,71.4,27.7,12.2,39.7,1794.9,130,3
753,2017,Ubon Ratchathani,0-4,1,0,0,0,0,0,0,57,71.4,27.7,12.2,39.7,1794.9,130,3
754,2017,Ubon Ratchathani,25-34,0,0,0,0,1,0,0,92,71.4,27.7,12.2,39.7,1794.9,130,3
755,2017,Ubon Ratchathani,35-59,0,0,0,0,0,1,0,110,71.4,27.7,12.2,39.7,1794.9,130,3
756,2017,Ubon Ratchathani,9-May,0,1,0,0,0,0,0,121,71.4,27.7,12.2,39.7,1794.9,130,3
757,2017,Ubon Ratchathani,15-24,0,0,0,1,0,0,0,177,71.4,27.7,12.2,39.7,1794.9,130,3
758,2017,Ubon Ratchathani,14-Oct,0,0,1,0,0,0,0,179,71.4,27.7,12.2,39.7,1794.9,130,3
759,2017,Phitsanulok,0-4,1,0,0,0,0,0,0,17,74.9,28.1,12.5,38.6,1621.1,130,3
760,2017,Phitsanulok,60,0,0,0,0,0,0,1,17,74.9,28.1,12.5,38.6,1621.1,130,3
761,2017,Si Sa Ket,60,0,0,0,0,0,0,1,26,75.0,27.5,12.5,39.8,1663.4,129,3
762,2017,Si Sa Ket,0-4,1,0,0,0,0,0,0,43,75.0,27.5,12.5,39.8,1663.4,129,3
763,2017,Si Sa Ket,25-34,0,0,0,0,1,0,0,49,75.0,27.5,12.5,39.8,1663.4,129,3
764,2017,Phitsanulok,9-May,0,1,0,0,0,0,0,56,74.9,28.1,12.5,38.6,1621.1,130,3
765,2017,Phitsanulok,25-34,0,0,0,0,1,0,0,95,74.9,28.1,12.5,38.6,1621.1,130,3
766,2017,Si Sa Ket,35-59,0,0,0,0,0,1,0,100,75.0,27.5,12.5,39.8,1663.4,129,3
767,2017,Phitsanulok,14-Oct,0,0,1,0,0,0,0,109,74.9,28.1,12.5,38.6,1621.1,130,3
768,2017,Si Sa Ket,9-May,0,1,0,0,0,0,0,114,75.0,27.5,12.5,39.8,1663.4,129,3
769,2017,Phitsanulok,35-59,0,0,0,0,0,1,0,124,74.9,28.1,12.5,38.6,1621.1,130,3
770,2017,Si Sa Ket,14-Oct,0,0,1,0,0,0,0,157,75.0,27.5,12.5,39.8,1663.4,129,3
771,2017,Si Sa Ket,15-24,0,0,0,1,0,0,0,187,75.0,27.5,12.5,39.8,1663.4,129,3
772,2017,Phitsanulok,15-24,0,0,0,1,0,0,0,195,74.9,28.1,12.5,38.6,1621.1,130,3
773,2017,Phichit,60,0,0,0,0,0,0,1,26,76.8,28.2,12.8,39.2,1542.7,130,3
774,2017,Phichit,0-4,1,0,0,0,0,0,0,29,76.8,28.2,12.8,39.2,1542.7,130,3
775,2017,Phichit,25-34,0,0,0,0,1,0,0,60,76.8,28.2,12.8,39.2,1542.7,130,3
776,2017,Phichit,9-May,0,1,0,0,0,0,0,74,76.8,28.2,12.8,39.2,1542.7,130,3
777,2017,Nakhon Ratchasima,60,0,0,0,0,0,0,1,76,74.1,27.7,12.8,39.6,1652.8,130,3
778,2017,Phichit,35-59,0,0,0,0,0,1,0,90,76.8,28.2,12.8,39.2,1542.7,130,3
779,2017,Nakhon Ratchasima,0-4,1,0,0,0,0,0,0,91,74.1,27.7,12.8,39.6,1652.8,130,3
780,2017,Phichit,14-Oct,0,0,1,0,0,0,0,124,76.8,28.2,12.8,39.2,1542.7,130,3
781,2017,Phichit,15-24,0,0,0,1,0,0,0,149,76.8,28.2,12.8,39.2,1542.7,130,3
782,2017,Nakhon Ratchasima,25-34,0,0,0,0,1,0,0,186,74.1,27.7,12.8,39.6,1652.8,130,3
783,2017,Nakhon Ratchasima,35-59,0,0,0,0,0,1,0,246,74.1,27.7,12.8,39.6,1652.8,130,3
784,2017,Nakhon Ratchasima,9-May,0,1,0,0,0,0,0,279,74.1,27.7,12.8,39.6,1652.8,130,3
785,2017,Nakhon Ratchasima,14-Oct,0,0,1,0,0,0,0,393,74.1,27.7,12.8,39.6,1652.8,130,3
786,2017,Nakhon Ratchasima,15-24,0,0,0,1,0,0,0,447,74.1,27.7,12.8,39.6,1652.8,130,3
787,2017,Chai Nat,0-4,1,0,0,0,0,0,0,2,76.4,28.1,13.0,39.6,1195.9,118,1
788,2017,Nakhon Nayok,9-May,0,1,0,0,0,0,0,2,75.0,27.0,13.0,39.0,1638.0,130,3
789,2017,Sing Buri,25-34,0,0,0,0,1,0,0,2,75.0,27.0,13.0,39.0,1638.0,130,3
790,2017,Sing Buri,35-59,0,0,0,0,0,1,0,2,75.0,27.0,13.0,39.0,1638.0,130,3
791,2017,Nakhon Nayok,0-4,1,0,0,0,0,0,0,4,75.0,27.0,13.0,39.0,1638.0,130,3
792,2017,Samut Songkhram,60,0,0,0,0,0,0,1,4,75.0,27.0,13.0,39.0,1638.0,130,3
793,2017,Sing Buri,14-Oct,0,0,1,0,0,0,0,4,75.0,27.0,13.0,39.0,1638.0,130,3
794,2017,Sing Buri,15-24,0,0,0,1,0,0,0,5,75.0,27.0,13.0,39.0,1638.0,130,3
795,2017,Amnat Charoen,60,0,0,0,0,0,0,1,6,75.0,27.0,13.0,39.0,1638.0,130,3
796,2017,Bueng Kan,60,0,0,0,0,0,0,1,6,75.0,27.0,13.0,39.0,1638.0,130,3
797,2017,Chai Nat,60,0,0,0,0,0,0,1,6,76.4,28.1,13.0,39.6,1195.9,118,1
798,2017,Nakhon Nayok,35-59,0,0,0,0,0,1,0,6,75.0,27.0,13.0,39.0,1638.0,130,3
799,2017,Samut Songkhram,0-4,1,0,0,0,0,0,0,6,75.0,27.0,13.0,39.0,1638.0,130,3
800,2017,Saraburi,60,0,0,0,0,0,0,1,6,75.0,27.0,13.0,39.0,1638.0,130,3
801,2017,Bueng Kan,0-4,1,0,0,0,0,0,0,7,75.0,27.0,13.0,39.0,1638.0,130,3
802,2017,Nakhon Nayok,25-34,0,0,0,0,1,0,0,7,75.0,27.0,13.0,39.0,1638.0,130,3
803,2017,Nakhon Nayok,14-Oct,0,0,1,0,0,0,0,8,75.0,27.0,13.0,39.0,1638.0,130,3
804,2017,Sa kaeo,60,0,0,0,0,0,0,1,8,75.0,27.0,13.0,39.0,1638.0,130,3
805,2017,Amnat Charoen,0-4,1,0,0,0,0,0,0,9,75.0,27.0,13.0,39.0,1638.0,130,3
806,2017,Amnat Charoen,25-34,0,0,0,0,1,0,0,9,75.0,27.0,13.0,39.0,1638.0,130,3
807,2017,Nakhon Nayok,15-24,0,0,0,1,0,0,0,9,75.0,27.0,13.0,39.0,1638.0,130,3
808,2017,Uthai Thani,60,0,0,0,0,0,0,1,9,75.0,27.0,13.0,39.0,1638.0,130,3
809,2017,Uthai Thani,9-May,0,1,0,0,0,0,0,10,75.0,27.0,13.0,39.0,1638.0,130,3
810,2017,Yasothon,60,0,0,0,0,0,0,1,10,75.0,27.0,13.0,39.0,1638.0,130,3
811,2017,Ang Thong,0-4,1,0,0,0,0,0,0,11,75.0,27.0,13.0,39.0,1638.0,130,3
812,2017,Yasothon,0-4,1,0,0,0,0,0,0,11,75.0,27.0,13.0,39.0,1638.0,130,3
813,2017,Phang-nga,60,0,0,0,0,0,0,1,12,75.0,27.0,13.0,39.0,1638.0,130,3
814,2017,Uthai Thani,25-34,0,0,0,0,1,0,0,12,75.0,27.0,13.0,39.0,1638.0,130,3
815,2017,Uthai Thani,0-4,1,0,0,0,0,0,0,13,75.0,27.0,13.0,39.0,1638.0,130,3
816,2017,Uthai Thani,35-59,0,0,0,0,0,1,0,14,75.0,27.0,13.0,39.0,1638.0,130,3
817,2017,Chai Nat,9-May,0,1,0,0,0,0,0,15,76.4,28.1,13.0,39.6,1195.9,118,1
818,2017,Samut Songkhram,35-59,0,0,0,0,0,1,0,16,75.0,27.0,13.0,39.0,1638.0,130,3
819,2017,Amnat Charoen,35-59,0,0,0,0,0,1,0,17,75.0,27.0,13.0,39.0,1638.0,130,3
820,2017,Ang Thong,60,0,0,0,0,0,0,1,17,75.0,27.0,13.0,39.0,1638.0,130,3
821,2017,Saraburi,0-4,1,0,0,0,0,0,0,18,75.0,27.0,13.0,39.0,1638.0,130,3
822,2017,Samut Sakhon,60,0,0,0,0,0,0,1,20,75.0,27.0,13.0,39.0,1638.0,130,3
823,2017,Samut Songkhram,25-34,0,0,0,0,1,0,0,20,75.0,27.0,13.0,39.0,1638.0,130,3
824,2017,Samut Songkhram,9-May,0,1,0,0,0,0,0,21,75.0,27.0,13.0,39.0,1638.0,130,3
825,2017,Yasothon,25-34,0,0,0,0,1,0,0,21,75.0,27.0,13.0,39.0,1638.0,130,3
826,2017,Yasothon,9-May,0,1,0,0,0,0,0,23,75.0,27.0,13.0,39.0,1638.0,130,3
827,2017,Amnat Charoen,9-May,0,1,0,0,0,0,0,24,75.0,27.0,13.0,39.0,1638.0,130,3
828,2017,Bueng Kan,25-34,0,0,0,0,1,0,0,26,75.0,27.0,13.0,39.0,1638.0,130,3
829,2017,Saraburi,25-34,0,0,0,0,1,0,0,26,75.0,27.0,13.0,39.0,1638.0,130,3
830,2017,Bueng Kan,9-May,0,1,0,0,0,0,0,27,75.0,27.0,13.0,39.0,1638.0,130,3
831,2017,Uthai Thani,14-Oct,0,0,1,0,0,0,0,27,75.0,27.0,13.0,39.0,1638.0,130,3
832,2017,Yasothon,14-Oct,0,0,1,0,0,0,0,29,75.0,27.0,13.0,39.0,1638.0,130,3
833,2017,Ang Thong,9-May,0,1,0,0,0,0,0,30,75.0,27.0,13.0,39.0,1638.0,130,3
834,2017,Samut Songkhram,14-Oct,0,0,1,0,0,0,0,30,75.0,27.0,13.0,39.0,1638.0,130,3
835,2017,Chai Nat,14-Oct,0,0,1,0,0,0,0,31,76.4,28.1,13.0,39.6,1195.9,118,1
836,2017,Uthai Thani,15-24,0,0,0,1,0,0,0,32,75.0,27.0,13.0,39.0,1638.0,130,3
837,2017,Phang-nga,0-4,1,0,0,0,0,0,0,33,75.0,27.0,13.0,39.0,1638.0,130,3
838,2017,Saraburi,14-Oct,0,0,1,0,0,0,0,33,75.0,27.0,13.0,39.0,1638.0,130,3
839,2017,Saraburi,9-May,0,1,0,0,0,0,0,34,75.0,27.0,13.0,39.0,1638.0,130,3
840,2017,Amnat Charoen,15-24,0,0,0,1,0,0,0,35,75.0,27.0,13.0,39.0,1638.0,130,3
841,2017,Amnat Charoen,14-Oct,0,0,1,0,0,0,0,37,75.0,27.0,13.0,39.0,1638.0,130,3
842,2017,Sa kaeo,25-34,0,0,0,0,1,0,0,37,75.0,27.0,13.0,39.0,1638.0,130,3
843,2017,Ang Thong,14-Oct,0,0,1,0,0,0,0,40,75.0,27.0,13.0,39.0,1638.0,130,3
844,2017,Bueng Kan,35-59,0,0,0,0,0,1,0,40,75.0,27.0,13.0,39.0,1638.0,130,3
845,2017,Chai Nat,25-34,0,0,0,0,1,0,0,40,76.4,28.1,13.0,39.6,1195.9,118,1
846,2017,Sa kaeo,35-59,0,0,0,0,0,1,0,40,75.0,27.0,13.0,39.0,1638.0,130,3
847,2017,Yasothon,35-59,0,0,0,0,0,1,0,40,75.0,27.0,13.0,39.0,1638.0,130,3
848,2017,Nonthaburi,60,0,0,0,0,0,0,1,41,75.0,27.0,13.0,39.0,1638.0,130,3
849,2017,Sa kaeo,0-4,1,0,0,0,0,0,0,41,75.0,27.0,13.0,39.0,1638.0,130,3
850,2017,Nonthaburi,0-4,1,0,0,0,0,0,0,42,75.0,27.0,13.0,39.0,1638.0,130,3
851,2017,Chai Nat,35-59,0,0,0,0,0,1,0,43,76.4,28.1,13.0,39.6,1195.9,118,1
852,2017,Ang Thong,25-34,0,0,0,0,1,0,0,46,75.0,27.0,13.0,39.0,1638.0,130,3
853,2017,Bueng Kan,15-24,0,0,0,1,0,0,0,47,75.0,27.0,13.0,39.0,1638.0,130,3
854,2017,Phang-nga,14-Oct,0,0,1,0,0,0,0,49,75.0,27.0,13.0,39.0,1638.0,130,3
855,2017,Saraburi,35-59,0,0,0,0,0,1,0,50,75.0,27.0,13.0,39.0,1638.0,130,3
856,2017,Ang Thong,35-59,0,0,0,0,0,1,0,53,75.0,27.0,13.0,39.0,1638.0,130,3
857,2017,Samut Songkhram,15-24,0,0,0,1,0,0,0,53,75.0,27.0,13.0,39.0,1638.0,130,3
858,2017,Yasothon,15-24,0,0,0,1,0,0,0,53,75.0,27.0,13.0,39.0,1638.0,130,3
859,2017,Phang-nga,9-May,0,1,0,0,0,0,0,55,75.0,27.0,13.0,39.0,1638.0,130,3
860,2017,Bueng Kan,14-Oct,0,0,1,0,0,0,0,57,75.0,27.0,13.0,39.0,1638.0,130,3
861,2017,Chai Nat,15-24,0,0,0,1,0,0,0,58,76.4,28.1,13.0,39.6,1195.9,118,1
862,2017,Phang-nga,25-34,0,0,0,0,1,0,0,58,75.0,27.0,13.0,39.0,1638.0,130,3
863,2017,Saraburi,15-24,0,0,0,1,0,0,0,58,75.0,27.0,13.0,39.0,1638.0,130,3
864,2017,Phang-nga,35-59,0,0,0,0,0,1,0,59,75.0,27.0,13.0,39.0,1638.0,130,3
865,2017,Phang-nga,15-24,0,0,0,1,0,0,0,62,75.0,27.0,13.0,39.0,1638.0,130,3
866,2017,Ang Thong,15-24,0,0,0,1,0,0,0,70,75.0,27.0,13.0,39.0,1638.0,130,3
867,2017,Samut Sakhon,0-4,1,0,0,0,0,0,0,87,75.0,27.0,13.0,39.0,1638.0,130,3
868,2017,Nonthaburi,9-May,0,1,0,0,0,0,0,89,75.0,27.0,13.0,39.0,1638.0,130,3
869,2017,Sa kaeo,15-24,0,0,0,1,0,0,0,91,75.0,27.0,13.0,39.0,1638.0,130,3
870,2017,Samut Sakhon,25-34,0,0,0,0,1,0,0,91,75.0,27.0,13.0,39.0,1638.0,130,3
871,2017,Sa kaeo,9-May,0,1,0,0,0,0,0,103,75.0,27.0,13.0,39.0,1638.0,130,3
872,2017,Samut Sakhon,35-59,0,0,0,0,0,1,0,115,75.0,27.0,13.0,39.0,1638.0,130,3
873,2017,Sa kaeo,14-Oct,0,0,1,0,0,0,0,137,75.0,27.0,13.0,39.0,1638.0,130,3
874,2017,Samut Sakhon,9-May,0,1,0,0,0,0,0,140,75.0,27.0,13.0,39.0,1638.0,130,3
875,2017,Samut Sakhon,15-24,0,0,0,1,0,0,0,156,75.0,27.0,13.0,39.0,1638.0,130,3
876,2017,Samut Sakhon,14-Oct,0,0,1,0,0,0,0,164,75.0,27.0,13.0,39.0,1638.0,130,3
877,2017,Nonthaburi,14-Oct,0,0,1,0,0,0,0,176,75.0,27.0,13.0,39.0,1638.0,130,3
878,2017,Nonthaburi,25-34,0,0,0,0,1,0,0,197,75.0,27.0,13.0,39.0,1638.0,130,3
879,2017,Nonthaburi,35-59,0,0,0,0,0,1,0,230,75.0,27.0,13.0,39.0,1638.0,130,3
880,2017,Nonthaburi,15-24,0,0,0,1,0,0,0,273,75.0,27.0,13.0,39.0,1638.0,130,3
881,2017,Bangkok,0-4,1,0,0,0,0,0,0,379,75.0,27.0,13.0,39.0,1638.0,130,3
882,2017,Bangkok,60,0,0,0,0,0,0,1,414,75.0,27.0,13.0,39.0,1638.0,130,3
883,2017,Bangkok,9-May,0,1,0,0,0,0,0,684,75.0,27.0,13.0,39.0,1638.0,130,3
884,2017,Bangkok,14-Oct,0,0,1,0,0,0,0,1172,75.0,27.0,13.0,39.0,1638.0,130,3
885,2017,Bangkok,25-34,0,0,0,0,1,0,0,1848,75.0,27.0,13.0,39.0,1638.0,130,3
886,2017,Bangkok,35-59,0,0,0,0,0,1,0,2255,75.0,27.0,13.0,39.0,1638.0,130,3
887,2017,Bangkok,15-24,0,0,0,1,0,0,0,2284,75.0,27.0,13.0,39.0,1638.0,130,3
888,2017,Nakhon Pathom,0-4,1,0,0,0,0,0,0,41,78.3,28.0,13.5,38.8,1228.0,117,1
889,2017,Nakhon Pathom,60,0,0,0,0,0,0,1,46,78.3,28.0,13.5,38.8,1228.0,117,1
890,2017,Nakhon Pathom,9-May,0,1,0,0,0,0,0,126,78.3,28.0,13.5,38.8,1228.0,117,1
891,2017,Nakhon Pathom,35-59,0,0,0,0,0,1,0,173,78.3,28.0,13.5,38.8,1228.0,117,1
892,2017,Nakhon Pathom,25-34,0,0,0,0,1,0,0,184,78.3,28.0,13.5,38.8,1228.0,117,1
893,2017,Nakhon Pathom,14-Oct,0,0,1,0,0,0,0,207,78.3,28.0,13.5,38.8,1228.0,117,1
894,2017,Nakhon Pathom,15-24,0,0,0,1,0,0,0,322,78.3,28.0,13.5,38.8,1228.0,117,1
895,2017,Kanchanaburi,0-4,1,0,0,0,0,0,0,2,70.1,28.8,13.9,41.0,1230.5,130,1
896,2017,Kanchanaburi,60,0,0,0,0,0,0,1,4,70.1,28.8,13.9,41.0,1230.5,130,1
897,2017,Kanchanaburi,25-34,0,0,0,0,1,0,0,16,70.1,28.8,13.9,41.0,1230.5,130,1
898,2017,Kanchanaburi,35-59,0,0,0,0,0,1,0,18,70.1,28.8,13.9,41.0,1230.5,130,1
899,2017,Kanchanaburi,9-May,0,1,0,0,0,0,0,24,70.1,28.8,13.9,41.0,1230.5,130,1
900,2017,Kanchanaburi,14-Oct,0,0,1,0,0,0,0,29,70.1,28.8,13.9,41.0,1230.5,130,1
901,2017,Kanchanaburi,15-24,0,0,0,1,0,0,0,38,70.1,28.8,13.9,41.0,1230.5,130,1
902,2017,Phra Nakhon Si Ayutthaya,60,0,0,0,0,0,0,1,22,76.1,28.4,14.0,39.4,1369.8,117,3
903,2017,Phra Nakhon Si Ayutthaya,0-4,1,0,0,0,0,0,0,25,76.1,28.4,14.0,39.4,1369.8,117,3
904,2017,Phra Nakhon Si Ayutthaya,9-May,0,1,0,0,0,0,0,53,76.1,28.4,14.0,39.4,1369.8,117,3
905,2017,Phra Nakhon Si Ayutthaya,25-34,0,0,0,0,1,0,0,83,76.1,28.4,14.0,39.4,1369.8,117,3
906,2017,Phra Nakhon Si Ayutthaya,14-Oct,0,0,1,0,0,0,0,93,76.1,28.4,14.0,39.4,1369.8,117,3
907,2017,Phra Nakhon Si Ayutthaya,35-59,0,0,0,0,0,1,0,95,76.1,28.4,14.0,39.4,1369.8,117,3
908,2017,Phra Nakhon Si Ayutthaya,15-24,0,0,0,1,0,0,0,114,76.1,28.4,14.0,39.4,1369.8,117,3
909,2017,Ratchaburi,60,0,0,0,0,0,0,1,26,78.9,27.7,14.1,39.2,1207.9,148,1
910,2017,Ratchaburi,0-4,1,0,0,0,0,0,0,29,78.9,27.7,14.1,39.2,1207.9,148,1
911,2017,Ratchaburi,35-59,0,0,0,0,0,1,0,82,78.9,27.7,14.1,39.2,1207.9,148,1
912,2017,Ratchaburi,25-34,0,0,0,0,1,0,0,86,78.9,27.7,14.1,39.2,1207.9,148,1
913,2017,Ratchaburi,9-May,0,1,0,0,0,0,0,88,78.9,27.7,14.1,39.2,1207.9,148,1
914,2017,Ratchaburi,14-Oct,0,0,1,0,0,0,0,133,78.9,27.7,14.1,39.2,1207.9,148,1
915,2017,Ratchaburi,15-24,0,0,0,1,0,0,0,149,78.9,27.7,14.1,39.2,1207.9,148,1
916,2017,Suphan Buri,60,0,0,0,0,0,0,1,9,75.5,28.7,14.4,40.3,1357.9,111,3
917,2017,Suphan Buri,0-4,1,0,0,0,0,0,0,36,75.5,28.7,14.4,40.3,1357.9,111,3
918,2017,Suphan Buri,35-59,0,0,0,0,0,1,0,75,75.5,28.7,14.4,40.3,1357.9,111,3
919,2017,Suphan Buri,9-May,0,1,0,0,0,0,0,86,75.5,28.7,14.4,40.3,1357.9,111,3
920,2017,Suphan Buri,25-34,0,0,0,0,1,0,0,91,75.5,28.7,14.4,40.3,1357.9,111,3
921,2017,Suphan Buri,14-Oct,0,0,1,0,0,0,0,126,75.5,28.7,14.4,40.3,1357.9,111,3
922,2017,Suphan Buri,15-24,0,0,0,1,0,0,0,145,75.5,28.7,14.4,40.3,1357.9,111,3
923,2017,Pathum Thani,60,0,0,0,0,0,0,1,12,74.2,29.0,15.0,39.5,1575.8,130,3
924,2017,Pathum Thani,0-4,1,0,0,0,0,0,0,17,74.2,29.0,15.0,39.5,1575.8,130,3
925,2017,Pathum Thani,9-May,0,1,0,0,0,0,0,34,74.2,29.0,15.0,39.5,1575.8,130,3
926,2017,Pathum Thani,25-34,0,0,0,0,1,0,0,56,74.2,29.0,15.0,39.5,1575.8,130,3
927,2017,Pathum Thani,14-Oct,0,0,1,0,0,0,0,60,74.2,29.0,15.0,39.5,1575.8,130,3
928,2017,Pathum Thani,35-59,0,0,0,0,0,1,0,65,74.2,29.0,15.0,39.5,1575.8,130,3
929,2017,Pathum Thani,15-24,0,0,0,1,0,0,0,128,74.2,29.0,15.0,39.5,1575.8,130,3
930,2017,Lop Buri,60,0,0,0,0,0,0,1,6,71.4,28.7,15.1,40.5,1282.4,130,1
931,2017,Lop Buri,35-59,0,0,0,0,0,1,0,20,71.4,28.7,15.1,40.5,1282.4,130,1
932,2017,Lop Buri,0-4,1,0,0,0,0,0,0,24,71.4,28.7,15.1,40.5,1282.4,130,1
933,2017,Lop Buri,25-34,0,0,0,0,1,0,0,26,71.4,28.7,15.1,40.5,1282.4,130,1
934,2017,Lop Buri,15-24,0,0,0,1,0,0,0,30,71.4,28.7,15.1,40.5,1282.4,130,1
935,2017,Lop Buri,14-Oct,0,0,1,0,0,0,0,37,71.4,28.7,15.1,40.5,1282.4,130,1
936,2017,Lop Buri,9-May,0,1,0,0,0,0,0,61,71.4,28.7,15.1,40.5,1282.4,130,1
937,2017,Phetchaburi,60,0,0,0,0,0,0,1,29,76.7,28.5,15.6,38.5,1499.6,119,3
938,2017,Phetchaburi,0-4,1,0,0,0,0,0,0,85,76.7,28.5,15.6,38.5,1499.6,119,3
939,2017,Phetchaburi,35-59,0,0,0,0,0,1,0,131,76.7,28.5,15.6,38.5,1499.6,119,3
940,2017,Phetchaburi,25-34,0,0,0,0,1,0,0,146,76.7,28.5,15.6,38.5,1499.6,119,3
941,2017,Phetchaburi,14-Oct,0,0,1,0,0,0,0,211,76.7,28.5,15.6,38.5,1499.6,119,3
942,2017,Phetchaburi,9-May,0,1,0,0,0,0,0,222,76.7,28.5,15.6,38.5,1499.6,119,3
943,2017,Phetchaburi,15-24,0,0,0,1,0,0,0,247,76.7,28.5,15.6,38.5,1499.6,119,3
944,2017,Chon Buri,60,0,0,0,0,0,0,1,24,73.0,29.0,15.9,38.1,1462.6,111,3
945,2017,Chon Buri,0-4,1,0,0,0,0,0,0,47,73.0,29.0,15.9,38.1,1462.6,111,3
946,2017,Chon Buri,9-May,0,1,0,0,0,0,0,93,73.0,29.0,15.9,38.1,1462.6,111,3
947,2017,Chon Buri,35-59,0,0,0,0,0,1,0,105,73.0,29.0,15.9,38.1,1462.6,111,3
948,2017,Chon Buri,25-34,0,0,0,0,1,0,0,110,73.0,29.0,15.9,38.1,1462.6,111,3
