year,Province,AgeGroup,ag_0-4,ag_5-9,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_60,patient_count,humidity,temp_avg,temp_min,temp_max,rain_ml,rain_day
2016,Phichit,35-59,0,0,0,0,0,1,0,104,73.3,28.7,10.7,42.3,1170,130
2016,Phichit,14-Oct,0,0,1,0,0,0,0,152,73.3,28.7,10.7,42.3,1170,130
2016,Phichit,15-24,0,0,0,1,0,0,0,152,73.3,28.7,10.7,42.3,1170,130
2016,Roi Et,60,0,0,0,0,0,0,1,36,70.9,28.1,11,42.3,1440.8,130
2016,Nakhon Pathom,60,0,0,0,0,0,0,1,94,76.1,28.5,11,41.4,789.7,99
2016,Nakhon Pathom,0-4,1,0,0,0,0,0,0,106,76.1,28.5,11,41.4,789.7,99
2016,Roi Et,0-4,1,0,0,0,0,0,0,142,70.9,28.1,11,42.3,1440.8,130
2016,Nakhon Pathom,9-May,0,1,0,0,0,0,0,148,76.1,28.5,11,41.4,789.7,99
2016,Nakhon Pathom,14-Oct,0,0,1,0,0,0,0,188,76.1,28.5,11,41.4,789.7,99
2016,Roi Et,25-34,0,0,0,0,1,0,0,200,70.9,28.1,11,42.3,1440.8,130
2016,Roi Et,35-59,0,0,0,0,0,1,0,206,70.9,28.1,11,42.3,1440.8,130
2016,Nakhon Pathom,25-34,0,0,0,0,1,0,0,240,76.1,28.5,11,41.4,789.7,99
2016,Nakhon Pathom,35-59,0,0,0,0,0,1,0,314,76.1,28.5,11,41.4,789.7,99
2016,Nakhon Pathom,15-24,0,0,0,1,0,0,0,418,76.1,28.5,11,41.4,789.7,99
2016,Roi Et,9-May,0,1,0,0,0,0,0,546,70.9,28.1,11,42.3,1440.8,130
2016,Roi Et,15-24,0,0,0,1,0,0,0,612,70.9,28.1,11,42.3,1440.8,130
2016,Roi Et,14-Oct,0,0,1,0,0,0,0,624,70.9,28.1,11,42.3,1440.8,130
2016,Sukhothai,60,0,0,0,0,0,0,1,2,74.7,28.5,11.1,44.5,1272,104
2016,Sukhothai,0-4,1,0,0,0,0,0,0,40,74.7,28.5,11.1,44.5,1272,104
2016,Sukhothai,35-59,0,0,0,0,0,1,0,60,74.7,28.5,11.1,44.5,1272,104
2016,Sukhothai,25-34,0,0,0,0,1,0,0,68,74.7,28.5,11.1,44.5,1272,104
2016,Sukhothai,9-May,0,1,0,0,0,0,0,136,74.7,28.5,11.1,44.5,1272,104
2016,Sukhothai,14-Oct,0,0,1,0,0,0,0,146,74.7,28.5,11.1,44.5,1272,104
2016,Sukhothai,15-24,0,0,0,1,0,0,0,172,74.7,28.5,11.1,44.5,1272,104
2016,Chaiyaphum,60,0,0,0,0,0,0,1,34,70,28.2,11.4,42.6,1234.8,100
2016,Chaiyaphum,25-34,0,0,0,0,1,0,0,82,70,28.2,11.4,42.6,1234.8,100
2016,Si Sa Ket,60,0,0,0,0,0,0,1,86,72.7,27.9,11.4,42.3,1310.6,113
2016,Chaiyaphum,0-4,1,0,0,0,0,0,0,106,70,28.2,11.4,42.6,1234.8,100
2016,Chaiyaphum,35-59,0,0,0,0,0,1,0,106,70,28.2,11.4,42.6,1234.8,100
2016,Si Sa Ket,0-4,1,0,0,0,0,0,0,156,72.7,27.9,11.4,42.3,1310.6,113
2016,Chaiyaphum,15-24,0,0,0,1,0,0,0,244,70,28.2,11.4,42.6,1234.8,100
2016,Si Sa Ket,25-34,0,0,0,0,1,0,0,248,72.7,27.9,11.4,42.3,1310.6,113
2016,Chaiyaphum,14-Oct,0,0,1,0,0,0,0,314,70,28.2,11.4,42.6,1234.8,100
2016,Si Sa Ket,35-59,0,0,0,0,0,1,0,328,72.7,27.9,11.4,42.3,1310.6,113
2016,Chaiyaphum,9-May,0,1,0,0,0,0,0,336,70,28.2,11.4,42.6,1234.8,100
2016,Si Sa Ket,9-May,0,1,0,0,0,0,0,514,72.7,27.9,11.4,42.3,1310.6,113
