,year,Province,AgeGroup,ag_0-4,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_5-9,ag_60,patient_count
417,2016,Saraburi,35-59,0,0,0,0,1,0,0,96
418,2016,Saraburi,5-9,0,0,0,0,0,1,0,76
419,2016,Saraburi,60,0,0,0,0,0,0,1,14
420,2016,Satun,0-4,1,0,0,0,0,0,0,72
421,2016,Satun,10-14,0,1,0,0,0,0,0,166
422,2016,Satun,15-24,0,0,1,0,0,0,0,150
423,2016,Satun,25-34,0,0,0,1,0,0,0,74
424,2016,Satun,35-59,0,0,0,0,1,0,0,56
425,2016,Satun,5-9,0,0,0,0,0,1,0,172
426,2016,Satun,60,0,0,0,0,0,0,1,6
427,2016,Si Sa Ket,0-4,1,0,0,0,0,0,0,156
428,2016,Si Sa Ket,10-14,0,1,0,0,0,0,0,546
429,2016,Si Sa Ket,15-24,0,0,1,0,0,0,0,602
430,2016,Si Sa Ket,25-34,0,0,0,1,0,0,0,248
431,2016,Si Sa Ket,35-59,0,0,0,0,1,0,0,328
432,2016,Si Sa Ket,5-9,0,0,0,0,0,1,0,514
433,2016,Si Sa Ket,60,0,0,0,0,0,0,1,86
434,2016,Sing Buri,0-4,1,0,0,0,0,0,0,0
435,2016,Sing Buri,10-14,0,1,0,0,0,0,0,0
436,2016,Sing Buri,15-24,0,0,1,0,0,0,0,4
437,2016,Sing Buri,25-34,0,0,0,1,0,0,0,4
438,2016,Sing Buri,35-59,0,0,0,0,1,0,0,2
439,2016,Sing Buri,5-9,0,0,0,0,0,1,0,0
440,2016,Sing Buri,60,0,0,0,0,0,0,1,2
441,2016,Songkhla,0-4,1,0,0,0,0,0,0,942
442,2016,Songkhla,10-14,0,1,0,0,0,0,0,2240
443,2016,Songkhla,15-24,0,0,1,0,0,0,0,2982
444,2016,Songkhla,25-34,0,0,0,1,0,0,0,1452
445,2016,Songkhla,35-59,0,0,0,0,1,0,0,1234
446,2016,Songkhla,5-9,0,0,0,0,0,1,0,1968
447,2016,Songkhla,60,0,0,0,0,0,0,1,182
448,2016,Sukhothai,0-4,1,0,0,0,0,0,0,40
449,2016,Sukhothai,10-14,0,1,0,0,0,0,0,146
450,2016,Sukhothai,15-24,0,0,1,0,0,0,0,172
451,2016,Sukhothai,25-34,0,0,0,1,0,0,0,68
452,2016,Sukhothai,35-59,0,0,0,0,1,0,0,60
453,2016,Sukhothai,5-9,0,0,0,0,0,1,0,136
454,2016,Sukhothai,60,0,0,0,0,0,0,1,2
455,2016,Suphan Buri,0-4,1,0,0,0,0,0,0,58
456,2016,Suphan Buri,10-14,0,1,0,0,0,0,0,106
457,2016,Suphan Buri,15-24,0,0,1,0,0,0,0,194
458,2016,Suphan Buri,25-34,0,0,0,1,0,0,0,134
459,2016,Suphan Buri,35-59,0,0,0,0,1,0,0,108
460,2016,Suphan Buri,5-9,0,0,0,0,0,1,0,76
461,2016,Suphan Buri,60,0,0,0,0,0,0,1,34
462,2016,Surat Thani,0-4,1,0,0,0,0,0,0,70
463,2016,Surat Thani,10-14,0,1,0,0,0,0,0,182
464,2016,Surat Thani,15-24,0,0,1,0,0,0,0,356
465,2016,Surat Thani,25-34,0,0,0,1,0,0,0,162
466,2016,Surat Thani,35-59,0,0,0,0,1,0,0,140
467,2016,Surat Thani,5-9,0,0,0,0,0,1,0,144
468,2016,Surat Thani,60,0,0,0,0,0,0,1,2
469,2016,Surin,0-4,1,0,0,0,0,0,0,392
470,2016,Surin,10-14,0,1,0,0,0,0,0,1248
471,2016,Surin,15-24,0,0,1,0,0,0,0,920
472,2016,Surin,25-34,0,0,0,1,0,0,0,308
473,2016,Surin,35-59,0,0,0,0,1,0,0,410
474,2016,Surin,5-9,0,0,0,0,0,1,0,1112
475,2016,Surin,60,0,0,0,0,0,0,1,70
476,2016,Tak,0-4,1,0,0,0,0,0,0,74
477,2016,Tak,10-14,0,1,0,0,0,0,0,282
478,2016,Tak,15-24,0,0,1,0,0,0,0,342
479,2016,Tak,25-34,0,0,0,1,0,0,0,218
480,2016,Tak,35-59,0,0,0,0,1,0,0,250
481,2016,Tak,5-9,0,0,0,0,0,1,0,190
482,2016,Tak,60,0,0,0,0,0,0,1,52
483,2016,Trang,0-4,1,0,0,0,0,0,0,62
484,2016,Trang,10-14,0,1,0,0,0,0,0,254
485,2016,Trang,15-24,0,0,1,0,0,0,0,486
486,2016,Trang,25-34,0,0,0,1,0,0,0,262
487,2016,Trang,35-59,0,0,0,0,1,0,0,302
488,2016,Trang,5-9,0,0,0,0,0,1,0,148
489,2016,Trang,60,0,0,0,0,0,0,1,40
490,2016,Trat,0-4,1,0,0,0,0,0,0,24
491,2016,Trat,10-14,0,1,0,0,0,0,0,56
492,2016,Trat,15-24,0,0,1,0,0,0,0,108
493,2016,Trat,25-34,0,0,0,1,0,0,0,80
494,2016,Trat,35-59,0,0,0,0,1,0,0,138
495,2016,Trat,5-9,0,0,0,0,0,1,0,40
496,2016,Trat,60,0,0,0,0,0,0,1,30
497,2016,Ubon Ratchathani,0-4,1,0,0,0,0,0,0,236
498,2016,Ubon Ratchathani,10-14,0,1,0,0,0,0,0,1070
499,2016,Ubon Ratchathani,15-24,0,0,1,0,0,0,0,1086
500,2016,Ubon Ratchathani,25-34,0,0,0,1,0,0,0,442
501,2016,Ubon Ratchathani,35-59,0,0,0,0,1,0,0,602
502,2016,Ubon Ratchathani,5-9,0,0,0,0,0,1,0,756
503,2016,Ubon Ratchathani,60,0,0,0,0,0,0,1,118
504,2016,Udon Thani,0-4,1,0,0,0,0,0,0,26
505,2016,Udon Thani,10-14,0,1,0,0,0,0,0,70
506,2016,Udon Thani,15-24,0,0,1,0,0,0,0,102
507,2016,Udon Thani,25-34,0,0,0,1,0,0,0,28
508,2016,Udon Thani,35-59,0,0,0,0,1,0,0,50
509,2016,Udon Thani,5-9,0,0,0,0,0,1,0,64
510,2016,Udon Thani,60,0,0,0,0,0,0,1,12
511,2016,Uthai Thani,0-4,1,0,0,0,0,0,0,28
512,2016,Uthai Thani,10-14,0,1,0,0,0,0,0,48
513,2016,Uthai Thani,15-24,0,0,1,0,0,0,0,80
514,2016,Uthai Thani,25-34,0,0,0,1,0,0,0,48
515,2016,Uthai Thani,35-59,0,0,0,0,1,0,0,62
516,2016,Uthai Thani,5-9,0,0,0,0,0,1,0,62
517,2016,Uthai Thani,60,0,0,0,0,0,0,1,14
518,2016,Uttaradit,0-4,1,0,0,0,0,0,0,8
519,2016,Uttaradit,10-14,0,1,0,0,0,0,0,70
520,2016,Uttaradit,15-24,0,0,1,0,0,0,0,182
521,2016,Uttaradit,25-34,0,0,0,1,0,0,0,84
522,2016,Uttaradit,35-59,0,0,0,0,1,0,0,72
523,2016,Uttaradit,5-9,0,0,0,0,0,1,0,30
524,2016,Uttaradit,60,0,0,0,0,0,0,1,20
525,2016,Yala,0-4,1,0,0,0,0,0,0,142
526,2016,Yala,10-14,0,1,0,0,0,0,0,380
527,2016,Yala,15-24,0,0,1,0,0,0,0,466
528,2016,Yala,25-34,0,0,0,1,0,0,0,226
529,2016,Yala,35-59,0,0,0,0,1,0,0,154
530,2016,Yala,5-9,0,0,0,0,0,1,0,314
531,2016,Yala,60,0,0,0,0,0,0,1,8
532,2016,Yasothon,0-4,1,0,0,0,0,0,0,30
533,2016,Yasothon,10-14,0,1,0,0,0,0,0,174
534,2016,Yasothon,15-24,0,0,1,0,0,0,0,198
535,2016,Yasothon,25-34,0,0,0,1,0,0,0,76
536,2016,Yasothon,35-59,0,0,0,0,1,0,0,82
537,2016,Yasothon,5-9,0,0,0,0,0,1,0,112
538,2016,Yasothon,60,0,0,0,0,0,0,1,14
539,2017,Amnat Charoen,0-4,1,0,0,0,0,0,0,9
540,2017,Amnat Charoen,10-14,0,1,0,0,0,0,0,37
541,2017,Amnat Charoen,15-24,0,0,1,0,0,0,0,35
542,2017,Amnat Charoen,25-34,0,0,0,1,0,0,0,9
543,2017,Amnat Charoen,35-59,0,0,0,0,1,0,0,17
544,2017,Amnat Charoen,5-9,0,0,0,0,0,1,0,24
545,2017,Amnat Charoen,60,0,0,0,0,0,0,1,6
546,2017,Ang Thong,0-4,1,0,0,0,0,0,0,11
547,2017,Ang Thong,10-14,0,1,0,0,0,0,0,40
548,2017,Ang Thong,15-24,0,0,1,0,0,0,0,70
549,2017,Ang Thong,25-34,0,0,0,1,0,0,0,46
550,2017,Ang Thong,35-59,0,0,0,0,1,0,0,53
551,2017,Ang Thong,5-9,0,0,0,0,0,1,0,30
552,2017,Ang Thong,60,0,0,0,0,0,0,1,17
553,2017,Bangkok,0-4,1,0,0,0,0,0,0,379
554,2017,Bangkok,10-14,0,1,0,0,0,0,0,1172
555,2017,Bangkok,15-24,0,0,1,0,0,0,0,2284
556,2017,Bangkok,25-34,0,0,0,1,0,0,0,1848
557,2017,Bangkok,35-59,0,0,0,0,1,0,0,2255
558,2017,Bangkok,5-9,0,0,0,0,0,1,0,684
559,2017,Bangkok,60,0,0,0,0,0,0,1,414
560,2017,Bueng Kan,0-4,1,0,0,0,0,0,0,7
561,2017,Bueng Kan,10-14,0,1,0,0,0,0,0,57
562,2017,Bueng Kan,15-24,0,0,1,0,0,0,0,47
563,2017,Bueng Kan,25-34,0,0,0,1,0,0,0,26
564,2017,Bueng Kan,35-59,0,0,0,0,1,0,0,40
565,2017,Bueng Kan,5-9,0,0,0,0,0,1,0,27
566,2017,Bueng Kan,60,0,0,0,0,0,0,1,6
567,2017,Buri Ram,0-4,1,0,0,0,0,0,0,49
568,2017,Buri Ram,10-14,0,1,0,0,0,0,0,189
569,2017,Buri Ram,15-24,0,0,1,0,0,0,0,157
570,2017,Buri Ram,25-34,0,0,0,1,0,0,0,39
571,2017,Buri Ram,35-59,0,0,0,0,1,0,0,43
572,2017,Buri Ram,5-9,0,0,0,0,0,1,0,126
573,2017,Buri Ram,60,0,0,0,0,0,0,1,19
574,2017,Chachoengsao,0-4,1,0,0,0,0,0,0,22
575,2017,Chachoengsao,10-14,0,1,0,0,0,0,0,55
576,2017,Chachoengsao,15-24,0,0,1,0,0,0,0,89
577,2017,Chachoengsao,25-34,0,0,0,1,0,0,0,83
578,2017,Chachoengsao,35-59,0,0,0,0,1,0,0,109
579,2017,Chachoengsao,5-9,0,0,0,0,0,1,0,57
580,2017,Chachoengsao,60,0,0,0,0,0,0,1,27
581,2017,Chai Nat,0-4,1,0,0,0,0,0,0,2
582,2017,Chai Nat,10-14,0,1,0,0,0,0,0,31
583,2017,Chai Nat,15-24,0,0,1,0,0,0,0,58
584,2017,Chai Nat,25-34,0,0,0,1,0,0,0,40
585,2017,Chai Nat,35-59,0,0,0,0,1,0,0,43
586,2017,Chai Nat,5-9,0,0,0,0,0,1,0,15
587,2017,Chai Nat,60,0,0,0,0,0,0,1,6
588,2017,Chaiyaphum,0-4,1,0,0,0,0,0,0,39
589,2017,Chaiyaphum,10-14,0,1,0,0,0,0,0,63
590,2017,Chaiyaphum,15-24,0,0,1,0,0,0,0,51
591,2017,Chaiyaphum,25-34,0,0,0,1,0,0,0,19
592,2017,Chaiyaphum,35-59,0,0,0,0,1,0,0,22
593,2017,Chaiyaphum,5-9,0,0,0,0,0,1,0,69
594,2017,Chaiyaphum,60,0,0,0,0,0,0,1,10
595,2017,Chanthaburi,0-4,1,0,0,0,0,0,0,27
596,2017,Chanthaburi,10-14,0,1,0,0,0,0,0,64
597,2017,Chanthaburi,15-24,0,0,1,0,0,0,0,72
598,2017,Chanthaburi,25-34,0,0,0,1,0,0,0,57
599,2017,Chanthaburi,35-59,0,0,0,0,1,0,0,71
600,2017,Chanthaburi,5-9,0,0,0,0,0,1,0,54
601,2017,Chanthaburi,60,0,0,0,0,0,0,1,14
602,2017,Chiang Mai,0-4,1,0,0,0,0,0,0,55
603,2017,Chiang Mai,10-14,0,1,0,0,0,0,0,215
604,2017,Chiang Mai,15-24,0,0,1,0,0,0,0,542
605,2017,Chiang Mai,25-34,0,0,0,1,0,0,0,480
606,2017,Chiang Mai,35-59,0,0,0,0,1,0,0,670
607,2017,Chiang Mai,5-9,0,0,0,0,0,1,0,93
608,2017,Chiang Mai,60,0,0,0,0,0,0,1,139
609,2017,Chiang Rai,0-4,1,0,0,0,0,0,0,76
610,2017,Chiang Rai,10-14,0,1,0,0,0,0,0,181
611,2017,Chiang Rai,15-24,0,0,1,0,0,0,0,361
612,2017,Chiang Rai,25-34,0,0,0,1,0,0,0,315
613,2017,Chiang Rai,35-59,0,0,0,0,1,0,0,567
614,2017,Chiang Rai,5-9,0,0,0,0,0,1,0,138
615,2017,Chiang Rai,60,0,0,0,0,0,0,1,159
616,2017,Chon Buri,0-4,1,0,0,0,0,0,0,47
617,2017,Chon Buri,10-14,0,1,0,0,0,0,0,126
618,2017,Chon Buri,15-24,0,0,1,0,0,0,0,199
619,2017,Chon Buri,25-34,0,0,0,1,0,0,0,110
620,2017,Chon Buri,35-59,0,0,0,0,1,0,0,105
621,2017,Chon Buri,5-9,0,0,0,0,0,1,0,93
622,2017,Chon Buri,60,0,0,0,0,0,0,1,24
623,2017,Chumphon,0-4,1,0,0,0,0,0,0,17
624,2017,Chumphon,10-14,0,1,0,0,0,0,0,72
625,2017,Chumphon,15-24,0,0,1,0,0,0,0,78
626,2017,Chumphon,25-34,0,0,0,1,0,0,0,55
627,2017,Chumphon,35-59,0,0,0,0,1,0,0,56
628,2017,Chumphon,5-9,0,0,0,0,0,1,0,52
629,2017,Chumphon,60,0,0,0,0,0,0,1,6
630,2017,Kalasin,0-4,1,0,0,0,0,0,0,38
631,2017,Kalasin,10-14,0,1,0,0,0,0,0,141
632,2017,Kalasin,15-24,0,0,1,0,0,0,0,174
633,2017,Kalasin,25-34,0,0,0,1,0,0,0,47
634,2017,Kalasin,35-59,0,0,0,0,1,0,0,78
635,2017,Kalasin,5-9,0,0,0,0,0,1,0,112
636,2017,Kalasin,60,0,0,0,0,0,0,1,18
637,2017,Kamphaeng Phet,0-4,1,0,0,0,0,0,0,29
638,2017,Kamphaeng Phet,10-14,0,1,0,0,0,0,0,113
639,2017,Kamphaeng Phet,15-24,0,0,1,0,0,0,0,141
640,2017,Kamphaeng Phet,25-34,0,0,0,1,0,0,0,68
641,2017,Kamphaeng Phet,35-59,0,0,0,0,1,0,0,74
642,2017,Kamphaeng Phet,5-9,0,0,0,0,0,1,0,75
643,2017,Kamphaeng Phet,60,0,0,0,0,0,0,1,7
644,2017,Kanchanaburi,0-4,1,0,0,0,0,0,0,2
645,2017,Kanchanaburi,10-14,0,1,0,0,0,0,0,29
646,2017,Kanchanaburi,15-24,0,0,1,0,0,0,0,38
647,2017,Kanchanaburi,25-34,0,0,0,1,0,0,0,16
648,2017,Kanchanaburi,35-59,0,0,0,0,1,0,0,18
649,2017,Kanchanaburi,5-9,0,0,0,0,0,1,0,24
650,2017,Kanchanaburi,60,0,0,0,0,0,0,1,4
651,2017,Khon Kaen,0-4,1,0,0,0,0,0,0,31
652,2017,Khon Kaen,10-14,0,1,0,0,0,0,0,112
653,2017,Khon Kaen,15-24,0,0,1,0,0,0,0,128
654,2017,Khon Kaen,25-34,0,0,0,1,0,0,0,39
655,2017,Khon Kaen,35-59,0,0,0,0,1,0,0,47
656,2017,Khon Kaen,5-9,0,0,0,0,0,1,0,66
657,2017,Khon Kaen,60,0,0,0,0,0,0,1,12
658,2017,Krabi,0-4,1,0,0,0,0,0,0,43
659,2017,Krabi,10-14,0,1,0,0,0,0,0,112
660,2017,Krabi,15-24,0,0,1,0,0,0,0,135
661,2017,Krabi,25-34,0,0,0,1,0,0,0,63
662,2017,Krabi,35-59,0,0,0,0,1,0,0,51
663,2017,Krabi,5-9,0,0,0,0,0,1,0,101
664,2017,Krabi,60,0,0,0,0,0,0,1,10
665,2017,Lampang,0-4,1,0,0,0,0,0,0,2
666,2017,Lampang,10-14,0,1,0,0,0,0,0,55
667,2017,Lampang,15-24,0,0,1,0,0,0,0,67
668,2017,Lampang,25-34,0,0,0,1,0,0,0,68
669,2017,Lampang,35-59,0,0,0,0,1,0,0,71
670,2017,Lampang,5-9,0,0,0,0,0,1,0,19
671,2017,Lampang,60,0,0,0,0,0,0,1,20
672,2017,Lamphun,0-4,1,0,0,0,0,0,0,3
673,2017,Lamphun,10-14,0,1,0,0,0,0,0,29
674,2017,Lamphun,15-24,0,0,1,0,0,0,0,51
675,2017,Lamphun,25-34,0,0,0,1,0,0,0,66
676,2017,Lamphun,35-59,0,0,0,0,1,0,0,87
677,2017,Lamphun,5-9,0,0,0,0,0,1,0,18
678,2017,Lamphun,60,0,0,0,0,0,0,1,27
679,2017,Loei,0-4,1,0,0,0,0,0,0,13
680,2017,Loei,10-14,0,1,0,0,0,0,0,78
681,2017,Loei,15-24,0,0,1,0,0,0,0,85
682,2017,Loei,25-34,0,0,0,1,0,0,0,46
683,2017,Loei,35-59,0,0,0,0,1,0,0,69
684,2017,Loei,5-9,0,0,0,0,0,1,0,52
685,2017,Loei,60,0,0,0,0,0,0,1,21
686,2017,Lop Buri,0-4,1,0,0,0,0,0,0,24
687,2017,Lop Buri,10-14,0,1,0,0,0,0,0,37
688,2017,Lop Buri,15-24,0,0,1,0,0,0,0,30
689,2017,Lop Buri,25-34,0,0,0,1,0,0,0,26
690,2017,Lop Buri,35-59,0,0,0,0,1,0,0,20
691,2017,Lop Buri,5-9,0,0,0,0,0,1,0,61
692,2017,Lop Buri,60,0,0,0,0,0,0,1,6
693,2017,Mae Hong Son,0-4,1,0,0,0,0,0,0,15
694,2017,Mae Hong Son,10-14,0,1,0,0,0,0,0,52
695,2017,Mae Hong Son,15-24,0,0,1,0,0,0,0,109
696,2017,Mae Hong Son,25-34,0,0,0,1,0,0,0,102
697,2017,Mae Hong Son,35-59,0,0,0,0,1,0,0,158
698,2017,Mae Hong Son,5-9,0,0,0,0,0,1,0,26
699,2017,Mae Hong Son,60,0,0,0,0,0,0,1,33
700,2017,Maha Sarakham,0-4,1,0,0,0,0,0,0,30
701,2017,Maha Sarakham,10-14,0,1,0,0,0,0,0,100
702,2017,Maha Sarakham,15-24,0,0,1,0,0,0,0,122
703,2017,Maha Sarakham,25-34,0,0,0,1,0,0,0,32
704,2017,Maha Sarakham,35-59,0,0,0,0,1,0,0,55
705,2017,Maha Sarakham,5-9,0,0,0,0,0,1,0,93
706,2017,Maha Sarakham,60,0,0,0,0,0,0,1,20
707,2017,Mukdahan,0-4,1,0,0,0,0,0,0,7
708,2017,Mukdahan,10-14,0,1,0,0,0,0,0,69
709,2017,Mukdahan,15-24,0,0,1,0,0,0,0,65
710,2017,Mukdahan,25-34,0,0,0,1,0,0,0,35
711,2017,Mukdahan,35-59,0,0,0,0,1,0,0,56
712,2017,Mukdahan,5-9,0,0,0,0,0,1,0,39
713,2017,Mukdahan,60,0,0,0,0,0,0,1,8
714,2017,Nakhon Nayok,0-4,1,0,0,0,0,0,0,4
715,2017,Nakhon Nayok,10-14,0,1,0,0,0,0,0,8
716,2017,Nakhon Nayok,15-24,0,0,1,0,0,0,0,9
717,2017,Nakhon Nayok,25-34,0,0,0,1,0,0,0,7
718,2017,Nakhon Nayok,35-59,0,0,0,0,1,0,0,6
719,2017,Nakhon Nayok,5-9,0,0,0,0,0,1,0,2
720,2017,Nakhon Nayok,60,0,0,0,0,0,0,1,0
721,2017,Nakhon Pathom,0-4,1,0,0,0,0,0,0,41
722,2017,Nakhon Pathom,10-14,0,1,0,0,0,0,0,207
723,2017,Nakhon Pathom,15-24,0,0,1,0,0,0,0,322
724,2017,Nakhon Pathom,25-34,0,0,0,1,0,0,0,184
725,2017,Nakhon Pathom,35-59,0,0,0,0,1,0,0,173
726,2017,Nakhon Pathom,5-9,0,0,0,0,0,1,0,126
727,2017,Nakhon Pathom,60,0,0,0,0,0,0,1,46
728,2017,Nakhon Phanom,0-4,1,0,0,0,0,0,0,8
729,2017,Nakhon Phanom,10-14,0,1,0,0,0,0,0,38
730,2017,Nakhon Phanom,15-24,0,0,1,0,0,0,0,38
731,2017,Nakhon Phanom,25-34,0,0,0,1,0,0,0,18
732,2017,Nakhon Phanom,35-59,0,0,0,0,1,0,0,18
733,2017,Nakhon Phanom,5-9,0,0,0,0,0,1,0,19
734,2017,Nakhon Phanom,60,0,0,0,0,0,0,1,4
735,2017,Nakhon Ratchasima,0-4,1,0,0,0,0,0,0,91
736,2017,Nakhon Ratchasima,10-14,0,1,0,0,0,0,0,393
737,2017,Nakhon Ratchasima,15-24,0,0,1,0,0,0,0,447
738,2017,Nakhon Ratchasima,25-34,0,0,0,1,0,0,0,186
739,2017,Nakhon Ratchasima,35-59,0,0,0,0,1,0,0,246
740,2017,Nakhon Ratchasima,5-9,0,0,0,0,0,1,0,279
741,2017,Nakhon Ratchasima,60,0,0,0,0,0,0,1,76
742,2017,Nakhon Sawan,0-4,1,0,0,0,0,0,0,22
743,2017,Nakhon Sawan,10-14,0,1,0,0,0,0,0,125
744,2017,Nakhon Sawan,15-24,0,0,1,0,0,0,0,153
745,2017,Nakhon Sawan,25-34,0,0,0,1,0,0,0,85
746,2017,Nakhon Sawan,35-59,0,0,0,0,1,0,0,89
747,2017,Nakhon Sawan,5-9,0,0,0,0,0,1,0,68
748,2017,Nakhon Sawan,60,0,0,0,0,0,0,1,21
749,2017,Nakhon Si Thammarat,0-4,1,0,0,0,0,0,0,201
750,2017,Nakhon Si Thammarat,10-14,0,1,0,0,0,0,0,610
751,2017,Nakhon Si Thammarat,15-24,0,0,1,0,0,0,0,823
752,2017,Nakhon Si Thammarat,25-34,0,0,0,1,0,0,0,340
753,2017,Nakhon Si Thammarat,35-59,0,0,0,0,1,0,0,377
754,2017,Nakhon Si Thammarat,5-9,0,0,0,0,0,1,0,435
755,2017,Nakhon Si Thammarat,60,0,0,0,0,0,0,1,98
756,2017,Nan,0-4,1,0,0,0,0,0,0,4
757,2017,Nan,10-14,0,1,0,0,0,0,0,50
758,2017,Nan,15-24,0,0,1,0,0,0,0,106
759,2017,Nan,25-34,0,0,0,1,0,0,0,51
760,2017,Nan,35-59,0,0,0,0,1,0,0,107
761,2017,Nan,5-9,0,0,0,0,0,1,0,30
762,2017,Nan,60,0,0,0,0,0,0,1,27
763,2017,Narathiwat,0-4,1,0,0,0,0,0,0,91
764,2017,Narathiwat,10-14,0,1,0,0,0,0,0,170
765,2017,Narathiwat,15-24,0,0,1,0,0,0,0,295
766,2017,Narathiwat,25-34,0,0,0,1,0,0,0,201
767,2017,Narathiwat,35-59,0,0,0,0,1,0,0,176
768,2017,Narathiwat,5-9,0,0,0,0,0,1,0,123
769,2017,Narathiwat,60,0,0,0,0,0,0,1,35
770,2017,Nong Bua Lam Phu,0-4,1,0,0,0,0,0,0,7
771,2017,Nong Bua Lam Phu,10-14,0,1,0,0,0,0,0,46
772,2017,Nong Bua Lam Phu,15-24,0,0,1,0,0,0,0,39
773,2017,Nong Bua Lam Phu,25-34,0,0,0,1,0,0,0,9
774,2017,Nong Bua Lam Phu,35-59,0,0,0,0,1,0,0,16
775,2017,Nong Bua Lam Phu,5-9,0,0,0,0,0,1,0,14
776,2017,Nong Bua Lam Phu,60,0,0,0,0,0,0,1,4
777,2017,Nong Khai,0-4,1,0,0,0,0,0,0,10
778,2017,Nong Khai,10-14,0,1,0,0,0,0,0,46
779,2017,Nong Khai,15-24,0,0,1,0,0,0,0,33
780,2017,Nong Khai,25-34,0,0,0,1,0,0,0,19
781,2017,Nong Khai,35-59,0,0,0,0,1,0,0,20
782,2017,Nong Khai,5-9,0,0,0,0,0,1,0,34
783,2017,Nong Khai,60,0,0,0,0,0,0,1,3
784,2017,Nonthaburi,0-4,1,0,0,0,0,0,0,42
785,2017,Nonthaburi,10-14,0,1,0,0,0,0,0,176
786,2017,Nonthaburi,15-24,0,0,1,0,0,0,0,273
787,2017,Nonthaburi,25-34,0,0,0,1,0,0,0,197
788,2017,Nonthaburi,35-59,0,0,0,0,1,0,0,230
789,2017,Nonthaburi,5-9,0,0,0,0,0,1,0,89
790,2017,Nonthaburi,60,0,0,0,0,0,0,1,41
791,2017,Pathum Thani,0-4,1,0,0,0,0,0,0,17
792,2017,Pathum Thani,10-14,0,1,0,0,0,0,0,60
793,2017,Pathum Thani,15-24,0,0,1,0,0,0,0,128
794,2017,Pathum Thani,25-34,0,0,0,1,0,0,0,56
795,2017,Pathum Thani,35-59,0,0,0,0,1,0,0,65
796,2017,Pathum Thani,5-9,0,0,0,0,0,1,0,34
797,2017,Pathum Thani,60,0,0,0,0,0,0,1,12
798,2017,Pattani,0-4,1,0,0,0,0,0,0,106
799,2017,Pattani,10-14,0,1,0,0,0,0,0,206
800,2017,Pattani,15-24,0,0,1,0,0,0,0,202
801,2017,Pattani,25-34,0,0,0,1,0,0,0,95
802,2017,Pattani,35-59,0,0,0,0,1,0,0,94
803,2017,Pattani,5-9,0,0,0,0,0,1,0,189
804,2017,Pattani,60,0,0,0,0,0,0,1,22
805,2017,Phang-nga,0-4,1,0,0,0,0,0,0,33
806,2017,Phang-nga,10-14,0,1,0,0,0,0,0,49
807,2017,Phang-nga,15-24,0,0,1,0,0,0,0,62
808,2017,Phang-nga,25-34,0,0,0,1,0,0,0,58
809,2017,Phang-nga,35-59,0,0,0,0,1,0,0,59
810,2017,Phang-nga,5-9,0,0,0,0,0,1,0,55
811,2017,Phang-nga,60,0,0,0,0,0,0,1,12
812,2017,Phatthalung,0-4,1,0,0,0,0,0,0,71
813,2017,Phatthalung,10-14,0,1,0,0,0,0,0,236
814,2017,Phatthalung,15-24,0,0,1,0,0,0,0,259
815,2017,Phatthalung,25-34,0,0,0,1,0,0,0,112
816,2017,Phatthalung,35-59,0,0,0,0,1,0,0,126
817,2017,Phatthalung,5-9,0,0,0,0,0,1,0,165
818,2017,Phatthalung,60,0,0,0,0,0,0,1,30
819,2017,Phayao,0-4,1,0,0,0,0,0,0,5
820,2017,Phayao,10-14,0,1,0,0,0,0,0,8
821,2017,Phayao,15-24,0,0,1,0,0,0,0,20
822,2017,Phayao,25-34,0,0,0,1,0,0,0,13
823,2017,Phayao,35-59,0,0,0,0,1,0,0,23
824,2017,Phayao,5-9,0,0,0,0,0,1,0,3
825,2017,Phayao,60,0,0,0,0,0,0,1,10
826,2017,Phetchabun,0-4,1,0,0,0,0,0,0,32
827,2017,Phetchabun,10-14,0,1,0,0,0,0,0,178
828,2017,Phetchabun,15-24,0,0,1,0,0,0,0,116
829,2017,Phetchabun,25-34,0,0,0,1,0,0,0,44
830,2017,Phetchabun,35-59,0,0,0,0,1,0,0,41
831,2017,Phetchabun,5-9,0,0,0,0,0,1,0,96
832,2017,Phetchabun,60,0,0,0,0,0,0,1,17
833,2017,Phetchaburi,0-4,1,0,0,0,0,0,0,85
834,2017,Phetchaburi,10-14,0,1,0,0,0,0,0,211
835,2017,Phetchaburi,15-24,0,0,1,0,0,0,0,247
836,2017,Phetchaburi,25-34,0,0,0,1,0,0,0,146
837,2017,Phetchaburi,35-59,0,0,0,0,1,0,0,131
838,2017,Phetchaburi,5-9,0,0,0,0,0,1,0,222
839,2017,Phetchaburi,60,0,0,0,0,0,0,1,29
840,2017,Phichit,0-4,1,0,0,0,0,0,0,29
841,2017,Phichit,10-14,0,1,0,0,0,0,0,124
842,2017,Phichit,15-24,0,0,1,0,0,0,0,149
843,2017,Phichit,25-34,0,0,0,1,0,0,0,60
844,2017,Phichit,35-59,0,0,0,0,1,0,0,90
845,2017,Phichit,5-9,0,0,0,0,0,1,0,74
846,2017,Phichit,60,0,0,0,0,0,0,1,26
847,2017,Phitsanulok,0-4,1,0,0,0,0,0,0,17
848,2017,Phitsanulok,10-14,0,1,0,0,0,0,0,109
849,2017,Phitsanulok,15-24,0,0,1,0,0,0,0,195
850,2017,Phitsanulok,25-34,0,0,0,1,0,0,0,95
