year,Province,AgeGroup,ag_0-4,ag_5-9,ag_10-14,ag_15-24,ag_25-34,ag_35-59,ag_60,patient_count
2016,Sukhothai,35-59,0,0,0,0,0,1,0,60
2016,Sukhothai,5-9,0,1,0,0,0,0,0,136
2016,Sukhothai,60,0,0,0,0,0,0,1,2
2016,Suphan Buri,0-4,1,0,0,0,0,0,0,58
2016,Suphan Buri,10-14,0,0,1,0,0,0,0,106
2016,Suphan Buri,15-24,0,0,0,1,0,0,0,194
2016,Suphan Buri,25-34,0,0,0,0,1,0,0,134
2016,Suphan Buri,35-59,0,0,0,0,0,1,0,108
2016,Suphan Buri,5-9,0,1,0,0,0,0,0,76
2016,Suphan Buri,60,0,0,0,0,0,0,1,34
2016,Surat Thani,0-4,1,0,0,0,0,0,0,70
2016,Surat Thani,10-14,0,0,1,0,0,0,0,182
2016,Surat Thani,15-24,0,0,0,1,0,0,0,356
2016,Surat Thani,25-34,0,0,0,0,1,0,0,162
2016,Surat Thani,35-59,0,0,0,0,0,1,0,140
2016,Surat Thani,5-9,0,1,0,0,0,0,0,144
2016,Surat Thani,60,0,0,0,0,0,0,1,2
2016,Surin,0-4,1,0,0,0,0,0,0,392
2016,Surin,10-14,0,0,1,0,0,0,0,1248
2016,Surin,15-24,0,0,0,1,0,0,0,920
2016,Surin,25-34,0,0,0,0,1,0,0,308
2016,Surin,35-59,0,0,0,0,0,1,0,410
2016,Surin,5-9,0,1,0,0,0,0,0,1112
2016,Surin,60,0,0,0,0,0,0,1,70
2016,Tak,0-4,1,0,0,0,0,0,0,74
2016,Tak,10-14,0,0,1,0,0,0,0,282
2016,Tak,15-24,0,0,0,1,0,0,0,342
2016,Tak,25-34,0,0,0,0,1,0,0,218
2016,Tak,35-59,0,0,0,0,0,1,0,250
2016,Tak,5-9,0,1,0,0,0,0,0,190
2016,Tak,60,0,0,0,0,0,0,1,52
2016,Trang,0-4,1,0,0,0,0,0,0,62
2016,Trang,10-14,0,0,1,0,0,0,0,254
2016,Trang,15-24,0,0,0,1,0,0,0,486
2016,Trang,25-34,0,0,0,0,1,0,0,262
2016,Trang,35-59,0,0,0,0,0,1,0,302
2016,Trang,5-9,0,1,0,0,0,0,0,148
2016,Trang,60,0,0,0,0,0,0,1,40
2016,Trat,0-4,1,0,0,0,0,0,0,24
2016,Trat,10-14,0,0,1,0,0,0,0,56
2016,Trat,15-24,0,0,0,1,0,0,0,108
2016,Trat,25-34,0,0,0,0,1,0,0,80
2016,Trat,35-59,0,0,0,0,0,1,0,138
2016,Trat,5-9,0,1,0,0,0,0,0,40
2016,Trat,60,0,0,0,0,0,0,1,30
2016,Ubon Ratchathani,0-4,1,0,0,0,0,0,0,236
2016,Ubon Ratchathani,10-14,0,0,1,0,0,0,0,1070
2016,Ubon Ratchathani,15-24,0,0,0,1,0,0,0,1086
2016,Ubon Ratchathani,25-34,0,0,0,0,1,0,0,442
2016,Ubon Ratchathani,35-59,0,0,0,0,0,1,0,602
2016,Ubon Ratchathani,5-9,0,1,0,0,0,0,0,756
2016,Ubon Ratchathani,60,0,0,0,0,0,0,1,118
2016,Udon Thani,0-4,1,0,0,0,0,0,0,26
2016,Udon Thani,10-14,0,0,1,0,0,0,0,70
2016,Udon Thani,15-24,0,0,0,1,0,0,0,102
2016,Udon Thani,25-34,0,0,0,0,1,0,0,28
2016,Udon Thani,35-59,0,0,0,0,0,1,0,50
2016,Udon Thani,5-9,0,1,0,0,0,0,0,64
2016,Udon Thani,60,0,0,0,0,0,0,1,12
2016,Uthai Thani,0-4,1,0,0,0,0,0,0,28
2016,Uthai Thani,10-14,0,0,1,0,0,0,0,48
2016,Uthai Thani,15-24,0,0,0,1,0,0,0,80
2016,Uthai Thani,25-34,0,0,0,0,1,0,0,48
2016,Uthai Thani,35-59,0,0,0,0,0,1,0,62
2016,Uthai Thani,5-9,0,1,0,0,0,0,0,62
2016,Uthai Thani,60,0,0,0,0,0,0,1,14
2016,Uttaradit,0-4,1,0,0,0,0,0,0,8
2016,Uttaradit,10-14,0,0,1,0,0,0,0,70
2016,Uttaradit,15-24,0,0,0,1,0,0,0,182
2016,Uttaradit,25-34,0,0,0,0,1,0,0,84
2016,Uttaradit,35-59,0,0,0,0,0,1,0,72
2016,Uttaradit,5-9,0,1,0,0,0,0,0,30
2016,Uttaradit,60,0,0,0,0,0,0,1,20
2016,Yala,0-4,1,0,0,0,0,0,0,142
2016,Yala,10-14,0,0,1,0,0,0,0,380
2016,Yala,15-24,0,0,0,1,0,0,0,466
2016,Yala,25-34,0,0,0,0,1,0,0,226
2016,Yala,35-59,0,0,0,0,0,1,0,154
2016,Yala,5-9,0,1,0,0,0,0,0,314
2016,Yala,60,0,0,0,0,0,0,1,8
2016,Yasothon,0-4,1,0,0,0,0,0,0,30
2016,Yasothon,10-14,0,0,1,0,0,0,0,174
2016,Yasothon,15-24,0,0,0,1,0,0,0,198
2016,Yasothon,25-34,0,0,0,0,1,0,0,76
2016,Yasothon,35-59,0,0,0,0,0,1,0,82
2016,Yasothon,5-9,0,1,0,0,0,0,0,112
2016,Yasothon,60,0,0,0,0,0,0,1,14
2017,Amnat Charoen,0-4,1,0,0,0,0,0,0,9
2017,Amnat Charoen,10-14,0,0,1,0,0,0,0,37
2017,Amnat Charoen,15-24,0,0,0,1,0,0,0,35
2017,Amnat Charoen,25-34,0,0,0,0,1,0,0,9
2017,Amnat Charoen,35-59,0,0,0,0,0,1,0,17
2017,Amnat Charoen,5-9,0,1,0,0,0,0,0,24
2017,Amnat Charoen,60,0,0,0,0,0,0,1,6
2017,Ang Thong,0-4,1,0,0,0,0,0,0,11
2017,Ang Thong,10-14,0,0,1,0,0,0,0,40
2017,Ang Thong,15-24,0,0,0,1,0,0,0,70
2017,Ang Thong,25-34,0,0,0,0,1,0,0,46
2017,Ang Thong,35-59,0,0,0,0,0,1,0,53
2017,Ang Thong,5-9,0,1,0,0,0,0,0,30
2017,Ang Thong,60,0,0,0,0,0,0,1,17
2017,Bangkok,0-4,1,0,0,0,0,0,0,379
2017,Bangkok,10-14,0,0,1,0,0,0,0,1172
2017,Bangkok,15-24,0,0,0,1,0,0,0,2284
2017,Bangkok,25-34,0,0,0,0,1,0,0,1848
2017,Bangkok,35-59,0,0,0,0,0,1,0,2255
2017,Bangkok,5-9,0,1,0,0,0,0,0,684
2017,Bangkok,60,0,0,0,0,0,0,1,414
2017,Bueng Kan,0-4,1,0,0,0,0,0,0,7
2017,Bueng Kan,10-14,0,0,1,0,0,0,0,57
2017,Bueng Kan,15-24,0,0,0,1,0,0,0,47
2017,Bueng Kan,25-34,0,0,0,0,1,0,0,26
2017,Bueng Kan,35-59,0,0,0,0,0,1,0,40
2017,Bueng Kan,5-9,0,1,0,0,0,0,0,27
2017,Bueng Kan,60,0,0,0,0,0,0,1,6
2017,Buri Ram,0-4,1,0,0,0,0,0,0,49
2017,Buri Ram,10-14,0,0,1,0,0,0,0,189
2017,Buri Ram,15-24,0,0,0,1,0,0,0,157
2017,Buri Ram,25-34,0,0,0,0,1,0,0,39
2017,Buri Ram,35-59,0,0,0,0,0,1,0,43
2017,Buri Ram,5-9,0,1,0,0,0,0,0,126
2017,Buri Ram,60,0,0,0,0,0,0,1,19
2017,Chachoengsao,0-4,1,0,0,0,0,0,0,22
2017,Chachoengsao,10-14,0,0,1,0,0,0,0,55
2017,Chachoengsao,15-24,0,0,0,1,0,0,0,89
2017,Chachoengsao,25-34,0,0,0,0,1,0,0,83
2017,Chachoengsao,35-59,0,0,0,0,0,1,0,109
2017,Chachoengsao,5-9,0,1,0,0,0,0,0,57
2017,Chachoengsao,60,0,0,0,0,0,0,1,27
2017,Chai Nat,0-4,1,0,0,0,0,0,0,2
2017,Chai Nat,10-14,0,0,1,0,0,0,0,31
2017,Chai Nat,15-24,0,0,0,1,0,0,0,58
2017,Chai Nat,25-34,0,0,0,0,1,0,0,40
2017,Chai Nat,35-59,0,0,0,0,0,1,0,43
2017,Chai Nat,5-9,0,1,0,0,0,0,0,15
2017,Chai Nat,60,0,0,0,0,0,0,1,6
2017,Chaiyaphum,0-4,1,0,0,0,0,0,0,39
2017,Chaiyaphum,10-14,0,0,1,0,0,0,0,63
2017,Chaiyaphum,15-24,0,0,0,1,0,0,0,51
2017,Chaiyaphum,25-34,0,0,0,0,1,0,0,19
2017,Chaiyaphum,35-59,0,0,0,0,0,1,0,22
2017,Chaiyaphum,5-9,0,1,0,0,0,0,0,69
2017,Chaiyaphum,60,0,0,0,0,0,0,1,10
2017,Chanthaburi,0-4,1,0,0,0,0,0,0,27
2017,Chanthaburi,10-14,0,0,1,0,0,0,0,64
2017,Chanthaburi,15-24,0,0,0,1,0,0,0,72
2017,Chanthaburi,25-34,0,0,0,0,1,0,0,57
2017,Chanthaburi,35-59,0,0,0,0,0,1,0,71
2017,Chanthaburi,5-9,0,1,0,0,0,0,0,54
2017,Chanthaburi,60,0,0,0,0,0,0,1,14
2017,Chiang Mai,0-4,1,0,0,0,0,0,0,55
2017,Chiang Mai,10-14,0,0,1,0,0,0,0,215
2017,Chiang Mai,15-24,0,0,0,1,0,0,0,542
2017,Chiang Mai,25-34,0,0,0,0,1,0,0,480
2017,Chiang Mai,35-59,0,0,0,0,0,1,0,670
2017,Chiang Mai,5-9,0,1,0,0,0,0,0,93
2017,Chiang Mai,60,0,0,0,0,0,0,1,139
2017,Chiang Rai,0-4,1,0,0,0,0,0,0,76
2017,Chiang Rai,10-14,0,0,1,0,0,0,0,181
2017,Chiang Rai,15-24,0,0,0,1,0,0,0,361
2017,Chiang Rai,25-34,0,0,0,0,1,0,0,315
2017,Chiang Rai,35-59,0,0,0,0,0,1,0,567
2017,Chiang Rai,5-9,0,1,0,0,0,0,0,138
2017,Chiang Rai,60,0,0,0,0,0,0,1,159
2017,Chon Buri,0-4,1,0,0,0,0,0,0,47
2017,Chon Buri,10-14,0,0,1,0,0,0,0,126
2017,Chon Buri,15-24,0,0,0,1,0,0,0,199
2017,Chon Buri,25-34,0,0,0,0,1,0,0,110
2017,Chon Buri,35-59,0,0,0,0,0,1,0,105
2017,Chon Buri,5-9,0,1,0,0,0,0,0,93
2017,Chon Buri,60,0,0,0,0,0,0,1,24
2017,Chumphon,0-4,1,0,0,0,0,0,0,17
2017,Chumphon,10-14,0,0,1,0,0,0,0,72
2017,Chumphon,15-24,0,0,0,1,0,0,0,78
2017,Chumphon,25-34,0,0,0,0,1,0,0,55
2017,Chumphon,35-59,0,0,0,0,0,1,0,56
2017,Chumphon,5-9,0,1,0,0,0,0,0,52
2017,Chumphon,60,0,0,0,0,0,0,1,6
2017,Kalasin,0-4,1,0,0,0,0,0,0,38
2017,Kalasin,10-14,0,0,1,0,0,0,0,141
2017,Kalasin,15-24,0,0,0,1,0,0,0,174
2017,Kalasin,25-34,0,0,0,0,1,0,0,47
2017,Kalasin,35-59,0,0,0,0,0,1,0,78
2017,Kalasin,5-9,0,1,0,0,0,0,0,112
2017,Kalasin,60,0,0,0,0,0,0,1,18
2017,Kamphaeng Phet,0-4,1,0,0,0,0,0,0,29
2017,Kamphaeng Phet,10-14,0,0,1,0,0,0,0,113
2017,Kamphaeng Phet,15-24,0,0,0,1,0,0,0,141
2017,Kamphaeng Phet,25-34,0,0,0,0,1,0,0,68
2017,Kamphaeng Phet,35-59,0,0,0,0,0,1,0,74
2017,Kamphaeng Phet,5-9,0,1,0,0,0,0,0,75
2017,Kamphaeng Phet,60,0,0,0,0,0,0,1,7
2017,Kanchanaburi,0-4,1,0,0,0,0,0,0,2
2017,Kanchanaburi,10-14,0,0,1,0,0,0,0,29
2017,Kanchanaburi,15-24,0,0,0,1,0,0,0,38
2017,Kanchanaburi,25-34,0,0,0,0,1,0,0,16
2017,Kanchanaburi,35-59,0,0,0,0,0,1,0,18
2017,Kanchanaburi,5-9,0,1,0,0,0,0,0,24
2017,Kanchanaburi,60,0,0,0,0,0,0,1,4
2017,Khon Kaen,0-4,1,0,0,0,0,0,0,31
2017,Khon Kaen,10-14,0,0,1,0,0,0,0,112
2017,Khon Kaen,15-24,0,0,0,1,0,0,0,128
2017,Khon Kaen,25-34,0,0,0,0,1,0,0,39
2017,Khon Kaen,35-59,0,0,0,0,0,1,0,47
2017,Khon Kaen,5-9,0,1,0,0,0,0,0,66
2017,Khon Kaen,60,0,0,0,0,0,0,1,12
2017,Krabi,0-4,1,0,0,0,0,0,0,43
2017,Krabi,10-14,0,0,1,0,0,0,0,112
2017,Krabi,15-24,0,0,0,1,0,0,0,135
2017,Krabi,25-34,0,0,0,0,1,0,0,63
2017,Krabi,35-59,0,0,0,0,0,1,0,51
2017,Krabi,5-9,0,1,0,0,0,0,0,101
2017,Krabi,60,0,0,0,0,0,0,1,10
2017,Lampang,0-4,1,0,0,0,0,0,0,2
2017,Lampang,10-14,0,0,1,0,0,0,0,55
2017,Lampang,15-24,0,0,0,1,0,0,0,67
2017,Lampang,25-34,0,0,0,0,1,0,0,68
2017,Lampang,35-59,0,0,0,0,0,1,0,71
2017,Lampang,5-9,0,1,0,0,0,0,0,19
2017,Lampang,60,0,0,0,0,0,0,1,20
2017,Lamphun,0-4,1,0,0,0,0,0,0,3
2017,Lamphun,10-14,0,0,1,0,0,0,0,29
2017,Lamphun,15-24,0,0,0,1,0,0,0,51
2017,Lamphun,25-34,0,0,0,0,1,0,0,66
2017,Lamphun,35-59,0,0,0,0,0,1,0,87
2017,Lamphun,5-9,0,1,0,0,0,0,0,18
2017,Lamphun,60,0,0,0,0,0,0,1,27
2017,Loei,0-4,1,0,0,0,0,0,0,13
2017,Loei,10-14,0,0,1,0,0,0,0,78
2017,Loei,15-24,0,0,0,1,0,0,0,85
2017,Loei,25-34,0,0,0,0,1,0,0,46
2017,Loei,35-59,0,0,0,0,0,1,0,69
2017,Loei,5-9,0,1,0,0,0,0,0,52
2017,Loei,60,0,0,0,0,0,0,1,21
2017,Lop Buri,0-4,1,0,0,0,0,0,0,24
2017,Lop Buri,10-14,0,0,1,0,0,0,0,37
2017,Lop Buri,15-24,0,0,0,1,0,0,0,30
2017,Lop Buri,25-34,0,0,0,0,1,0,0,26
2017,Lop Buri,35-59,0,0,0,0,0,1,0,20
2017,Lop Buri,5-9,0,1,0,0,0,0,0,61
2017,Lop Buri,60,0,0,0,0,0,0,1,6
2017,Mae Hong Son,0-4,1,0,0,0,0,0,0,15
2017,Mae Hong Son,10-14,0,0,1,0,0,0,0,52
2017,Mae Hong Son,15-24,0,0,0,1,0,0,0,109
2017,Mae Hong Son,25-34,0,0,0,0,1,0,0,102
2017,Mae Hong Son,35-59,0,0,0,0,0,1,0,158
2017,Mae Hong Son,5-9,0,1,0,0,0,0,0,26
2017,Mae Hong Son,60,0,0,0,0,0,0,1,33
2017,Maha Sarakham,0-4,1,0,0,0,0,0,0,30
2017,Maha Sarakham,10-14,0,0,1,0,0,0,0,100
2017,Maha Sarakham,15-24,0,0,0,1,0,0,0,122
2017,Maha Sarakham,25-34,0,0,0,0,1,0,0,32
2017,Maha Sarakham,35-59,0,0,0,0,0,1,0,55
2017,Maha Sarakham,5-9,0,1,0,0,0,0,0,93
2017,Maha Sarakham,60,0,0,0,0,0,0,1,20
2017,Mukdahan,0-4,1,0,0,0,0,0,0,7
2017,Mukdahan,10-14,0,0,1,0,0,0,0,69
2017,Mukdahan,15-24,0,0,0,1,0,0,0,65
2017,Mukdahan,25-34,0,0,0,0,1,0,0,35
2017,Mukdahan,35-59,0,0,0,0,0,1,0,56
2017,Mukdahan,5-9,0,1,0,0,0,0,0,39
2017,Mukdahan,60,0,0,0,0,0,0,1,8
2017,Nakhon Nayok,0-4,1,0,0,0,0,0,0,4
2017,Nakhon Nayok,10-14,0,0,1,0,0,0,0,8
2017,Nakhon Nayok,15-24,0,0,0,1,0,0,0,9
2017,Nakhon Nayok,25-34,0,0,0,0,1,0,0,7
2017,Nakhon Nayok,35-59,0,0,0,0,0,1,0,6
2017,Nakhon Nayok,5-9,0,1,0,0,0,0,0,2
2017,Nakhon Nayok,60,0,0,0,0,0,0,1,0
2017,Nakhon Pathom,0-4,1,0,0,0,0,0,0,41
2017,Nakhon Pathom,10-14,0,0,1,0,0,0,0,207
2017,Nakhon Pathom,15-24,0,0,0,1,0,0,0,322
2017,Nakhon Pathom,25-34,0,0,0,0,1,0,0,184
2017,Nakhon Pathom,35-59,0,0,0,0,0,1,0,173
2017,Nakhon Pathom,5-9,0,1,0,0,0,0,0,126
2017,Nakhon Pathom,60,0,0,0,0,0,0,1,46
2017,Nakhon Phanom,0-4,1,0,0,0,0,0,0,8
2017,Nakhon Phanom,10-14,0,0,1,0,0,0,0,38
2017,Nakhon Phanom,15-24,0,0,0,1,0,0,0,38
2017,Nakhon Phanom,25-34,0,0,0,0,1,0,0,18
2017,Nakhon Phanom,35-59,0,0,0,0,0,1,0,18
2017,Nakhon Phanom,5-9,0,1,0,0,0,0,0,19
2017,Nakhon Phanom,60,0,0,0,0,0,0,1,4
2017,Nakhon Ratchasima,0-4,1,0,0,0,0,0,0,91
2017,Nakhon Ratchasima,10-14,0,0,1,0,0,0,0,393
2017,Nakhon Ratchasima,15-24,0,0,0,1,0,0,0,447
2017,Nakhon Ratchasima,25-34,0,0,0,0,1,0,0,186
2017,Nakhon Ratchasima,35-59,0,0,0,0,0,1,0,246
2017,Nakhon Ratchasima,5-9,0,1,0,0,0,0,0,279
2017,Nakhon Ratchasima,60,0,0,0,0,0,0,1,76
2017,Nakhon Sawan,0-4,1,0,0,0,0,0,0,22
2017,Nakhon Sawan,10-14,0,0,1,0,0,0,0,125
2017,Nakhon Sawan,15-24,0,0,0,1,0,0,0,153
2017,Nakhon Sawan,25-34,0,0,0,0,1,0,0,85
2017,Nakhon Sawan,35-59,0,0,0,0,0,1,0,89
2017,Nakhon Sawan,5-9,0,1,0,0,0,0,0,68
2017,Nakhon Sawan,60,0,0,0,0,0,0,1,21
2017,Nakhon Si Thammarat,0-4,1,0,0,0,0,0,0,201
2017,Nakhon Si Thammarat,10-14,0,0,1,0,0,0,0,610
2017,Nakhon Si Thammarat,15-24,0,0,0,1,0,0,0,823
2017,Nakhon Si Thammarat,25-34,0,0,0,0,1,0,0,340
2017,Nakhon Si Thammarat,35-59,0,0,0,0,0,1,0,377
2017,Nakhon Si Thammarat,5-9,0,1,0,0,0,0,0,435
2017,Nakhon Si Thammarat,60,0,0,0,0,0,0,1,98
2017,Nan,0-4,1,0,0,0,0,0,0,4
2017,Nan,10-14,0,0,1,0,0,0,0,50
2017,Nan,15-24,0,0,0,1,0,0,0,106
2017,Nan,25-34,0,0,0,0,1,0,0,51
2017,Nan,35-59,0,0,0,0,0,1,0,107
2017,Nan,5-9,0,1,0,0,0,0,0,30
2017,Nan,60,0,0,0,0,0,0,1,27
2017,Narathiwat,0-4,1,0,0,0,0,0,0,91
2017,Narathiwat,10-14,0,0,1,0,0,0,0,170
2017,Narathiwat,15-24,0,0,0,1,0,0,0,295
2017,Narathiwat,25-34,0,0,0,0,1,0,0,201
2017,Narathiwat,35-59,0,0,0,0,0,1,0,176
2017,Narathiwat,5-9,0,1,0,0,0,0,0,123
2017,Narathiwat,60,0,0,0,0,0,0,1,35
2017,Nong Bua Lam Phu,0-4,1,0,0,0,0,0,0,7
2017,Nong Bua Lam Phu,10-14,0,0,1,0,0,0,0,46
2017,Nong Bua Lam Phu,15-24,0,0,0,1,0,0,0,39
2017,Nong Bua Lam Phu,25-34,0,0,0,0,1,0,0,9
2017,Nong Bua Lam Phu,35-59,0,0,0,0,0,1,0,16
2017,Nong Bua Lam Phu,5-9,0,1,0,0,0,0,0,14
2017,Nong Bua Lam Phu,60,0,0,0,0,0,0,1,4
2017,Nong Khai,0-4,1,0,0,0,0,0,0,10
2017,Nong Khai,10-14,0,0,1,0,0,0,0,46
2017,Nong Khai,15-24,0,0,0,1,0,0,0,33
2017,Nong Khai,25-34,0,0,0,0,1,0,0,19
2017,Nong Khai,35-59,0,0,0,0,0,1,0,20
2017,Nong Khai,5-9,0,1,0,0,0,0,0,34
2017,Nong Khai,60,0,0,0,0,0,0,1,3
2017,Nonthaburi,0-4,1,0,0,0,0,0,0,42
2017,Nonthaburi,10-14,0,0,1,0,0,0,0,176
2017,Nonthaburi,15-24,0,0,0,1,0,0,0,273
2017,Nonthaburi,25-34,0,0,0,0,1,0,0,197
2017,Nonthaburi,35-59,0,0,0,0,0,1,0,230
2017,Nonthaburi,5-9,0,1,0,0,0,0,0,89
2017,Nonthaburi,60,0,0,0,0,0,0,1,41
2017,Pathum Thani,0-4,1,0,0,0,0,0,0,17
2017,Pathum Thani,10-14,0,0,1,0,0,0,0,60
2017,Pathum Thani,15-24,0,0,0,1,0,0,0,128
2017,Pathum Thani,25-34,0,0,0,0,1,0,0,56
2017,Pathum Thani,35-59,0,0,0,0,0,1,0,65
2017,Pathum Thani,5-9,0,1,0,0,0,0,0,34
2017,Pathum Thani,60,0,0,0,0,0,0,1,12
2017,Pattani,0-4,1,0,0,0,0,0,0,106
2017,Pattani,10-14,0,0,1,0,0,0,0,206
2017,Pattani,15-24,0,0,0,1,0,0,0,202
2017,Pattani,25-34,0,0,0,0,1,0,0,95
2017,Pattani,35-59,0,0,0,0,0,1,0,94
2017,Pattani,5-9,0,1,0,0,0,0,0,189
2017,Pattani,60,0,0,0,0,0,0,1,22
2017,Phang-nga,0-4,1,0,0,0,0,0,0,33
2017,Phang-nga,10-14,0,0,1,0,0,0,0,49
2017,Phang-nga,15-24,0,0,0,1,0,0,0,62
2017,Phang-nga,25-34,0,0,0,0,1,0,0,58
2017,Phang-nga,35-59,0,0,0,0,0,1,0,59
2017,Phang-nga,5-9,0,1,0,0,0,0,0,55
2017,Phang-nga,60,0,0,0,0,0,0,1,12
2017,Phatthalung,0-4,1,0,0,0,0,0,0,71
2017,Phatthalung,10-14,0,0,1,0,0,0,0,236
2017,Phatthalung,15-24,0,0,0,1,0,0,0,259
2017,Phatthalung,25-34,0,0,0,0,1,0,0,112
2017,Phatthalung,35-59,0,0,0,0,0,1,0,126
2017,Phatthalung,5-9,0,1,0,0,0,0,0,165
2017,Phatthalung,60,0,0,0,0,0,0,1,30
2017,Phayao,0-4,1,0,0,0,0,0,0,5
2017,Phayao,10-14,0,0,1,0,0,0,0,8
2017,Phayao,15-24,0,0,0,1,0,0,0,20
2017,Phayao,25-34,0,0,0,0,1,0,0,13
2017,Phayao,35-59,0,0,0,0,0,1,0,23
2017,Phayao,5-9,0,1,0,0,0,0,0,3
2017,Phayao,60,0,0,0,0,0,0,1,10
2017,Phetchabun,0-4,1,0,0,0,0,0,0,32
2017,Phetchabun,10-14,0,0,1,0,0,0,0,178
2017,Phetchabun,15-24,0,0,0,1,0,0,0,116
2017,Phetchabun,25-34,0,0,0,0,1,0,0,44
2017,Phetchabun,35-59,0,0,0,0,0,1,0,41
2017,Phetchabun,5-9,0,1,0,0,0,0,0,96
2017,Phetchabun,60,0,0,0,0,0,0,1,17
2017,Phetchaburi,0-4,1,0,0,0,0,0,0,85
2017,Phetchaburi,10-14,0,0,1,0,0,0,0,211
2017,Phetchaburi,15-24,0,0,0,1,0,0,0,247
2017,Phetchaburi,25-34,0,0,0,0,1,0,0,146
2017,Phetchaburi,35-59,0,0,0,0,0,1,0,131
2017,Phetchaburi,5-9,0,1,0,0,0,0,0,222
2017,Phetchaburi,60,0,0,0,0,0,0,1,29
2017,Phichit,0-4,1,0,0,0,0,0,0,29
2017,Phichit,10-14,0,0,1,0,0,0,0,124
2017,Phichit,15-24,0,0,0,1,0,0,0,149
2017,Phichit,25-34,0,0,0,0,1,0,0,60
2017,Phichit,35-59,0,0,0,0,0,1,0,90
2017,Phichit,5-9,0,1,0,0,0,0,0,74
2017,Phichit,60,0,0,0,0,0,0,1,26
2017,Phitsanulok,0-4,1,0,0,0,0,0,0,17
2017,Phitsanulok,10-14,0,0,1,0,0,0,0,109
2017,Phitsanulok,15-24,0,0,0,1,0,0,0,195
2017,Phitsanulok,25-34,0,0,0,0,1,0,0,95
2017,Phitsanulok,35-59,0,0,0,0,0,1,0,124
2017,Phitsanulok,5-9,0,1,0,0,0,0,0,56
2017,Phitsanulok,60,0,0,0,0,0,0,1,17
2017,Phra Nakhon Si Ayutthaya,0-4,1,0,0,0,0,0,0,25
2017,Phra Nakhon Si Ayutthaya,10-14,0,0,1,0,0,0,0,93
2017,Phra Nakhon Si Ayutthaya,15-24,0,0,0,1,0,0,0,114
2017,Phra Nakhon Si Ayutthaya,25-34,0,0,0,0,1,0,0,83
2017,Phra Nakhon Si Ayutthaya,35-59,0,0,0,0,0,1,0,95
2017,Phra Nakhon Si Ayutthaya,5-9,0,1,0,0,0,0,0,53
2017,Phra Nakhon Si Ayutthaya,60,0,0,0,0,0,0,1,22
2017,Phrae,0-4,1,0,0,0,0,0,0,3
2017,Phrae,10-14,0,0,1,0,0,0,0,10
2017,Phrae,15-24,0,0,0,1,0,0,0,9
2017,Phrae,25-34,0,0,0,0,1,0,0,10
2017,Phrae,35-59,0,0,0,0,0,1,0,15
2017,Phrae,5-9,0,1,0,0,0,0,0,3
2017,Phrae,60,0,0,0,0,0,0,1,5
2017,Phuket,0-4,1,0,0,0,0,0,0,43
2017,Phuket,10-14,0,0,1,0,0,0,0,95
2017,Phuket,15-24,0,0,0,1,0,0,0,225
2017,Phuket,25-34,0,0,0,0,1,0,0,176
2017,Phuket,35-59,0,0,0,0,0,1,0,141
2017,Phuket,5-9,0,1,0,0,0,0,0,82
2017,Phuket,60,0,0,0,0,0,0,1,17
2017,Prachin Buri,0-4,1,0,0,0,0,0,0,28
2017,Prachin Buri,10-14,0,0,1,0,0,0,0,91
2017,Prachin Buri,15-24,0,0,0,1,0,0,0,109
2017,Prachin Buri,25-34,0,0,0,0,1,0,0,69
2017,Prachin Buri,35-59,0,0,0,0,0,1,0,74
2017,Prachin Buri,5-9,0,1,0,0,0,0,0,76
2017,Prachin Buri,60,0,0,0,0,0,0,1,20
2017,Prachuap Khiri Khan,0-4,1,0,0,0,0,0,0,21
2017,Prachuap Khiri Khan,10-14,0,0,1,0,0,0,0,70
2017,Prachuap Khiri Khan,15-24,0,0,0,1,0,0,0,109
2017,Prachuap Khiri Khan,25-34,0,0,0,0,1,0,0,73
2017,Prachuap Khiri Khan,35-59,0,0,0,0,0,1,0,61
2017,Prachuap Khiri Khan,5-9,0,1,0,0,0,0,0,52
2017,Prachuap Khiri Khan,60,0,0,0,0,0,0,1,11
2017,Ranong,0-4,1,0,0,0,0,0,0,18
2017,Ranong,10-14,0,0,1,0,0,0,0,35
2017,Ranong,15-24,0,0,0,1,0,0,0,40
2017,Ranong,25-34,0,0,0,0,1,0,0,30
2017,Ranong,35-59,0,0,0,0,0,1,0,33
2017,Ranong,5-9,0,1,0,0,0,0,0,23
2017,Ranong,60,0,0,0,0,0,0,1,5
2017,Ratchaburi,0-4,1,0,0,0,0,0,0,29
2017,Ratchaburi,10-14,0,0,1,0,0,0,0,133
2017,Ratchaburi,15-24,0,0,0,1,0,0,0,149
2017,Ratchaburi,25-34,0,0,0,0,1,0,0,86
2017,Ratchaburi,35-59,0,0,0,0,0,1,0,82
2017,Ratchaburi,5-9,0,1,0,0,0,0,0,88
2017,Ratchaburi,60,0,0,0,0,0,0,1,26
2017,Rayong,0-4,1,0,0,0,0,0,0,29
2017,Rayong,10-14,0,0,1,0,0,0,0,100
2017,Rayong,15-24,0,0,0,1,0,0,0,170
2017,Rayong,25-34,0,0,0,0,1,0,0,130
2017,Rayong,35-59,0,0,0,0,0,1,0,119
2017,Rayong,5-9,0,1,0,0,0,0,0,69
2017,Rayong,60,0,0,0,0,0,0,1,20
2017,Roi Et,0-4,1,0,0,0,0,0,0,34
2017,Roi Et,10-14,0,0,1,0,0,0,0,162
